rpm	power	torque
1000	8.25	45.95
1100	9.57	48.47
1200	11.11	51.58
1300	12.66	54.22
1400	14.09	56.04
1500	15.74	58.44
1600	17.51	60.95
1700	19.50	63.86
1800	21.47	66.41
1900	23.24	68.12
2000	25.23	70.24
2100	27.65	73.32
2200	29.85	75.57
2300	32.28	78.15
2400	34.48	80.01
2500	36.82	82.02
2600	39.58	84.76
2700	42.41	87.48
2800	45.06	89.61
2900	47.84	91.87
3000	50.49	93.72
3100	52.77	94.79
3200	55.12	95.91
3300	57.39	96.85
3400	59.60	97.61
3500	61.87	98.44
3600	63.78	98.67
3700	65.77	98.99
3800	67.75	99.29
3900	69.74	99.57
4000	71.56	99.62
4100	73.48	99.81
4200	75.25	99.77
4300	77.17	99.95
4400	78.99	99.98
4500	80.81	100.00
4600	82.02	99.29
4700	83.23	98.62
4800	84.55	98.10
4900	85.76	97.47
5000	87.08	96.99
5100	88.08	96.17
5200	89.18	95.50
5300	90.28	94.86
5400	91.38	94.24
5500	92.52	93.68
5600	93.29	92.77
5700	94.17	92.00
5800	95.02	91.23
5900	95.90	90.52
6000	96.70	89.75
6100	97.45	88.96
6200	98.11	88.12
6300	98.77	87.31
6400	99.43	86.52
6500	100.00	85.67
6600	97.83	82.55
6700	95.41	79.30
6800	92.98	76.15
6900	90.56	73.09
7000	88.14	70.12
7100	85.49	67.05
7200	82.85	64.08
7300	80.20	61.18
7400	77.56	58.37
7500	74.81	55.55
