rpm	power	torque
1000	17.96	67.85
1100	21.22	72.90
1200	24.63	77.56
1300	27.94	81.21
1400	31.25	84.33
1500	34.89	87.89
1600	40.27	95.11
1700	44.99	100.00
1800	47.60	99.92
1900	50.04	99.51
2000	52.48	99.15
2100	54.90	98.78
2200	57.32	98.45
2300	59.75	98.15
2400	62.17	97.88
2500	64.59	97.62
2600	66.65	96.86
2700	68.74	96.20
2800	70.76	95.49
2900	72.81	94.87
3000	74.91	94.34
3100	76.93	93.77
3200	78.91	93.18
3300	80.89	92.62
3400	83.10	92.35
3500	84.92	91.68
3600	86.68	90.98
3700	88.55	90.43
3800	90.31	89.80
3900	92.07	89.21
4000	93.77	88.58
4100	95.04	87.59
4200	96.30	86.64
4300	97.58	85.74
4400	98.79	84.84
4500	100.00	83.97
4600	99.71	81.90
4700	99.38	79.90
4800	98.94	77.89
4900	98.53	75.98
5000	98.17	74.19
5100	96.99	71.86
5200	95.67	69.52
5300	94.46	67.34
5400	93.14	65.17
5500	91.81	63.08
5600	90.29	60.92
5700	88.84	58.89
5800	87.30	56.87
5900	85.76	54.92
6000	84.12	52.97
6100	82.35	51.01
6200	80.37	48.98
6300	78.39	47.02
6400	76.52	45.17
6500	74.65	43.39
