rpm	power	torque
1000	6.12	34.56
1100	7.14	36.65
1200	8.24	38.73
1300	9.24	40.12
1400	10.34	41.69
1500	11.48	43.18
1600	12.83	45.25
1700	14.14	46.94
1800	15.45	48.45
1900	16.77	49.80
2000	18.19	51.32
2100	19.83	53.30
2200	21.50	55.14
2300	23.23	56.99
2400	24.87	58.48
2500	26.51	59.85
2600	28.49	61.83
2700	30.46	63.67
2800	32.54	65.59
2900	34.51	67.17
3000	36.45	68.57
3100	39.19	71.34
3200	42.03	74.13
3300	44.66	76.37
3400	47.39	78.67
3500	50.02	80.65
3600	52.75	82.70
3700	55.38	84.47
3800	58.01	86.15
3900	60.74	87.90
4000	63.37	89.40
4100	66.32	91.29
4200	69.26	93.07
4300	72.23	94.80
4400	75.08	96.30
4500	78.03	97.87
4600	80.15	98.34
4700	82.30	98.82
4800	84.48	99.33
4900	86.62	99.77
5000	88.60	100.00
5100	90.02	99.61
5200	91.22	99.00
5300	92.53	98.53
5400	93.85	98.08
5500	95.16	97.64
5600	96.03	96.78
5700	97.03	96.07
5800	98.11	95.46
5900	99.01	94.71
6000	100.00	94.06
6100	99.93	92.46
6200	99.78	90.83
6300	99.62	89.24
6400	99.45	87.70
6500	99.19	86.12
6600	95.95	82.05
6700	92.34	77.78
6800	88.64	73.57
6900	85.12	69.62
7000	81.30	65.55
