rpm	power	torque
1000	6.17	40.88
1100	7.39	44.53
1200	8.37	46.24
1300	9.43	48.09
1400	10.40	49.21
1500	11.54	50.98
1600	12.84	53.19
1700	14.28	55.68
1800	15.64	57.59
1900	16.95	59.11
2000	18.23	60.40
2100	19.94	62.93
2200	21.50	64.75
2300	23.04	66.37
2400	24.60	67.93
2500	26.15	69.33
2600	28.15	71.74
2700	30.00	73.63
2800	31.69	75.01
2900	33.58	76.73
3000	35.36	78.10
3100	37.34	79.83
3200	39.22	81.23
3300	41.04	82.43
3400	42.99	83.79
3500	44.76	84.76
3600	46.87	86.28
3700	48.97	87.71
3800	50.85	88.69
3900	52.85	89.80
4000	54.84	90.86
4100	57.05	92.22
4200	59.27	93.52
4300	61.37	94.58
4400	63.58	95.77
4500	65.69	96.74
4600	67.68	97.51
4700	69.67	98.24
4800	71.56	98.79
4900	73.55	99.47
5000	75.45	100.00
5100	76.88	99.89
5200	78.32	99.81
5300	79.70	99.66
5400	81.09	99.52
5500	82.51	99.42
5600	83.73	99.08
5700	84.90	98.71
5800	85.98	98.24
5900	87.04	97.77
6000	88.35	97.59
6100	89.01	96.70
6200	89.67	95.85
6300	90.55	95.25
6400	91.22	94.45
6500	91.88	93.68
6600	92.72	93.10
6700	93.64	92.62
6800	94.30	91.90
6900	95.18	91.42
7000	95.93	90.82
7100	96.61	90.18
7200	97.26	89.52
7300	97.94	88.91
7400	98.49	88.20
7500	99.21	87.66
7600	99.37	86.65
7700	99.59	85.71
7800	99.70	84.71
7900	99.89	83.79
8000	100.00	82.84
8100	97.14	79.47
8200	93.92	75.91
8300	90.59	72.33
8400	87.38	68.94
8500	83.91	65.42
