rpm	power	torque
1000	7.94	51.71
1100	9.38	55.54
1200	10.60	57.53
1300	11.91	59.67
1400	13.23	61.56
1500	14.48	62.86
1600	16.12	65.62
1700	17.61	67.47
1800	19.10	69.12
1900	20.68	70.89
2000	22.20	72.29
2100	24.00	74.44
2200	25.66	75.97
2300	27.45	77.72
2400	29.16	79.13
2500	30.98	80.69
2600	32.97	82.58
2700	34.85	84.06
2800	36.89	85.81
2900	38.83	87.19
3000	40.69	88.34
3100	42.59	89.48
3200	44.40	90.37
3300	46.25	91.27
3400	48.05	92.04
3500	49.87	92.80
3600	51.89	93.87
3700	53.85	94.78
3800	55.78	95.60
3900	57.65	96.26
4000	59.64	97.10
4100	61.36	97.47
4200	63.07	97.80
4300	64.84	98.20
4400	66.61	98.59
4500	68.21	98.72
4600	69.93	99.01
4700	71.75	99.42
4800	73.46	99.67
4900	75.13	99.86
5000	76.78	100.00
5100	78.24	99.90
5200	79.54	99.61
5300	80.95	99.47
5400	82.34	99.30
5500	83.70	99.11
5600	84.96	98.80
5700	86.21	98.50
5800	87.08	97.78
5900	88.45	97.63
6000	89.66	97.32
6100	90.87	97.02
6200	92.09	96.73
6300	93.30	96.45
6400	94.53	96.19
6500	95.84	96.02
6600	96.61	95.33
6700	97.49	94.76
6800	98.37	94.21
6900	99.25	93.68
7000	100.00	93.04
7100	97.76	89.67
7200	95.23	86.14
7300	92.67	82.67
7400	90.13	79.32
7500	87.54	76.01
7600	84.49	72.40
7700	81.34	68.80
7800	78.37	65.44
