rpm	power	torque
1000	7.28	55.00
1100	8.38	57.58
1200	9.48	59.72
1300	10.55	61.35
1400	11.64	62.86
1500	12.65	63.75
1600	14.05	66.35
1700	15.36	68.28
1800	16.67	70.00
1900	17.98	71.54
2000	19.35	73.13
2100	20.61	74.17
2200	21.92	75.30
2300	23.23	76.34
2400	24.54	77.29
2500	25.74	77.83
2600	27.17	78.97
2700	28.68	80.29
2800	30.01	81.01
2900	31.53	82.18
3000	32.75	82.50
3100	34.39	83.84
3200	35.93	84.87
3300	37.58	86.07
3400	39.21	87.16
3500	40.68	87.86
3600	42.27	88.75
3700	43.80	89.48
3800	45.49	90.48
3900	47.09	91.26
4000	48.62	91.88
4100	50.10	92.37
4200	51.47	92.62
4300	53.00	93.16
4400	54.31	93.30
4500	55.90	93.89
4600	57.46	94.42
4700	59.11	95.06
4800	60.66	95.52
4900	62.30	96.11
5000	64.06	96.83
5100	65.70	97.37
5200	67.35	97.90
5300	69.10	98.54
5400	70.74	99.01
5500	72.38	99.47
5600	73.80	99.61
5700	75.15	99.66
5800	76.58	99.80
5900	77.96	99.87
6000	79.38	100.00
6100	80.58	99.85
6200	81.90	99.84
6300	83.21	99.83
6400	84.52	99.82
6500	85.89	99.87
6600	87.10	99.75
6700	88.22	99.52
6800	89.70	99.71
6900	90.85	99.52
7000	92.06	99.40
7100	93.05	99.06
7200	94.16	98.84
7300	95.24	98.61
7400	96.34	98.40
7500	97.41	98.17
7600	98.02	97.48
7700	98.42	96.61
7800	99.01	95.94
7900	99.40	95.10
8000	99.89	94.38
8100	100.00	93.31
8200	100.00	92.17
8300	100.00	91.06
8400	100.00	89.98
8500	100.00	88.92
8600	98.74	86.78
8700	96.99	84.26
8800	95.24	81.80
8900	93.48	79.39
9000	91.51	76.85
