rpm	power	torque
1000	7.57	54.25
1100	8.94	58.24
1200	10.16	60.69
1300	11.53	63.59
1400	12.83	65.67
1500	14.08	67.27
1600	15.49	69.40
1700	16.94	71.40
1800	18.30	72.86
1900	19.61	73.98
2000	20.93	75.02
2100	22.26	75.99
2200	23.49	76.53
2300	24.71	77.01
2400	25.97	77.57
2500	27.27	78.18
2600	29.15	80.37
2700	30.89	82.01
2800	32.72	83.75
2900	34.47	85.20
3000	36.26	86.62
3100	37.97	87.79
3200	39.57	88.64
3300	41.35	89.81
3400	43.01	90.67
3500	44.64	91.41
3600	46.12	91.82
3700	47.70	92.40
3800	49.23	92.85
3900	50.67	93.12
4000	52.18	93.50
4100	53.89	94.20
4200	55.66	94.99
4300	57.32	95.54
4400	58.92	95.98
4500	60.73	96.73
4600	62.42	97.27
4700	64.20	97.90
4800	65.86	98.35
4900	67.71	99.04
5000	69.42	99.52
5100	70.85	99.58
5200	72.30	99.65
5300	73.79	99.79
5400	75.18	99.79
5500	76.74	100.00
5600	78.07	99.92
5700	79.51	99.98
5800	80.90	99.98
5900	82.18	99.83
6000	83.58	99.85
6100	84.87	99.72
6200	86.18	99.62
6300	87.51	99.56
6400	88.76	99.41
6500	90.17	99.43
6600	91.26	99.11
6700	92.40	98.85
6800	93.62	98.68
6900	94.63	98.29
7000	95.85	98.14
7100	96.48	97.40
7200	96.99	96.56
7300	97.66	95.88
7400	98.10	95.01
7500	98.71	94.33
7600	98.98	93.35
7700	99.27	92.40
7800	99.53	91.46
7900	99.72	90.47
8000	100.00	89.59
8100	99.24	87.81
8200	98.10	85.74
8300	96.99	83.76
8400	95.67	81.63
8500	94.50	79.68
