rpm	power	torque
1000	3.92	41.83
1100	4.40	42.65
1200	4.84	43.02
1300	5.33	43.78
1400	5.83	44.43
1500	6.32	44.99
1600	6.82	45.49
1700	7.42	46.61
1800	8.03	47.61
1900	8.57	48.15
2000	9.13	48.72
2100	9.74	49.48
2200	10.34	50.17
2300	10.95	50.80
2400	11.55	51.37
2500	12.12	51.73
2600	12.78	52.46
2700	13.48	53.28
2800	14.19	54.10
2900	14.80	54.46
3000	15.51	55.19
3100	16.23	55.87
3200	16.95	56.51
3300	17.66	57.11
3400	18.29	57.41
3500	18.98	57.88
3600	19.61	58.14
3700	20.30	58.56
3800	20.91	58.72
3900	21.54	58.94
4000	22.15	59.09
4100	23.05	60.01
4200	23.77	60.40
4300	24.48	60.77
4400	25.31	61.39
4500	26.04	61.77
4600	26.85	62.29
4700	27.67	62.84
4800	28.50	63.37
4900	29.32	63.87
5000	30.08	64.20
5100	30.98	64.82
5200	31.91	65.49
5300	32.83	66.11
5400	33.67	66.54
5500	34.61	67.15
5600	35.65	67.94
5700	36.80	68.90
5800	37.79	69.53
5900	38.90	70.36
6000	39.99	71.13
6100	40.98	71.70
6200	41.97	72.25
6300	42.97	72.78
6400	44.01	73.39
6500	44.95	73.80
6600	45.99	74.37
6700	47.03	74.92
6800	47.97	75.29
6900	49.01	75.81
7000	49.95	76.15
7100	51.10	76.82
7200	52.10	77.23
7300	53.30	77.93
7400	54.30	78.32
7500	55.40	78.84
7600	56.73	79.66
7700	58.16	80.61
7800	59.59	81.53
7900	60.80	82.13
8000	62.23	83.01
8100	64.21	84.60
8200	66.15	86.09
8300	68.17	87.65
8400	70.11	89.08
8500	72.13	90.56
8600	74.07	91.92
8700	76.00	93.23
8800	77.96	94.54
8900	79.96	95.89
9000	81.92	97.14
9100	83.24	97.62
9200	84.67	98.22
9300	86.10	98.81
9400	87.53	99.38
9500	88.68	99.63
9600	89.95	100.00
9700	90.58	99.66
9800	91.41	99.54
9900	92.23	99.43
10000	93.08	99.33
10100	93.81	99.12
10200	94.60	98.98
10300	95.31	98.76
10400	96.03	98.54
10500	96.81	98.40
10600	97.46	98.12
10700	98.06	97.81
10800	98.67	97.50
10900	99.27	97.20
11000	99.88	96.91
11100	100.00	96.15
11200	99.89	95.18
11300	99.78	94.24
11400	99.78	93.41
11500	99.67	92.50
11600	99.34	91.40
11700	98.85	90.17
11800	98.46	89.05
11900	97.97	87.86
12000	97.47	86.69
