rpm	power	torque
1000	6.83	44.72
1100	8.06	48.02
1200	9.03	49.29
1300	10.10	50.87
1400	11.01	51.52
1500	12.15	53.03
1600	13.52	55.33
1700	14.89	57.36
1800	16.26	59.17
1900	17.62	60.74
2000	18.86	61.77
2100	20.38	63.55
2200	21.97	65.40
2300	23.34	66.47
2400	24.80	67.68
2500	26.31	68.91
2600	28.12	70.83
2700	29.83	72.36
2800	31.52	73.73
2900	33.34	75.28
3000	34.97	76.35
3100	36.74	77.62
3200	38.55	78.90
3300	40.14	79.67
3400	41.79	80.50
3500	43.47	81.34
3600	45.47	82.72
3700	47.38	83.86
3800	49.10	84.62
3900	51.02	85.68
4000	52.85	86.53
4100	54.75	87.46
4200	56.64	88.32
4300	58.43	88.99
4400	60.30	89.76
4500	62.00	90.24
4600	63.93	91.02
4700	65.74	91.60
4800	67.55	92.17
4900	69.36	92.71
5000	71.07	93.09
5100	73.17	93.96
5200	75.24	94.76
5300	77.28	95.49
5400	79.20	96.05
5500	81.23	96.73
5600	83.37	97.50
5700	85.52	98.26
5800	87.44	98.73
5900	89.77	99.64
6000	91.61	100.00
6100	92.73	99.56
6200	93.81	99.09
6300	94.93	98.69
6400	95.89	98.13
6500	96.98	97.71
6600	97.58	96.83
6700	98.24	96.03
6800	98.82	95.17
6900	99.34	94.29
7000	100.00	93.56
7100	98.58	90.93
7200	97.12	88.34
7300	95.66	85.82
7400	94.13	83.31
7500	92.64	80.89
7600	90.62	78.09
7700	88.70	75.44
7800	86.66	72.77
7900	84.52	70.07
8000	82.49	67.53
