rpm	power	torque
1000	7.27	49.98
1100	8.64	54.01
1200	9.96	57.08
1300	11.16	59.05
1400	12.33	60.58
1500	13.56	62.17
1600	14.84	63.77
1700	16.08	65.04
1800	17.36	66.33
1900	18.51	67.00
2000	19.78	67.99
2100	21.64	70.86
2200	23.29	72.80
2300	25.00	74.73
2400	26.70	76.48
2500	28.56	78.54
2600	30.98	81.93
2700	33.44	85.17
2800	35.82	87.96
2900	38.29	90.79
3000	40.54	92.93
3100	42.47	94.19
3200	44.39	95.38
3300	46.20	96.27
3400	48.07	97.22
3500	49.89	98.01
3600	51.54	98.43
3700	53.30	99.06
3800	54.93	99.40
3900	56.53	99.66
4000	58.04	99.77
4100	59.59	99.94
4200	61.08	100.00
4300	62.50	99.95
4400	63.88	99.82
4500	65.31	99.79
4600	66.77	99.80
4700	68.06	99.57
4800	69.46	99.50
4900	70.91	99.50
5000	72.17	99.24
5100	73.43	99.00
5200	74.85	98.97
5300	76.17	98.82
5400	77.53	98.72
5500	78.81	98.52
5600	80.07	98.31
5700	81.36	98.14
5800	82.81	98.18
5900	84.05	97.96
6000	85.35	97.81
6100	86.45	97.45
6200	87.98	97.57
6300	89.21	97.36
6400	90.38	97.11
6500	91.69	97.00
6600	92.73	96.61
6700	93.84	96.30
6800	94.93	95.99
6900	96.04	95.70
7000	97.11	95.38
7100	97.68	94.60
7200	98.24	93.82
7300	98.90	93.15
7400	99.34	92.30
7500	100.00	91.68
7600	100.00	90.47
7700	99.78	89.10
7800	99.56	87.76
7900	99.56	86.65
8000	99.56	85.57
