rpm	power	torque
1000	7.77	53.30
1100	8.72	54.33
1200	9.62	54.97
1300	10.64	56.10
1400	11.54	56.53
1500	12.56	57.40
1600	13.68	58.63
1700	14.70	59.28
1800	15.82	60.27
1900	16.84	60.76
2000	17.96	61.58
2100	19.20	62.68
2200	20.43	63.69
2300	21.67	64.60
2400	22.82	65.18
2500	24.03	65.91
2600	25.26	66.63
2700	26.50	67.30
2800	27.75	67.95
2900	29.01	68.59
3000	30.32	69.29
3100	31.88	70.52
3200	33.34	71.44
3300	34.93	72.58
3400	36.47	73.54
3500	38.00	74.45
3600	39.92	76.04
3700	41.73	77.34
3800	43.76	78.96
3900	45.57	80.12
4000	47.40	81.25
4100	49.63	83.01
4200	51.66	84.34
4300	53.69	85.62
4400	55.73	86.84
4500	57.87	88.17
4600	59.79	89.12
4700	61.82	90.18
4800	63.85	91.20
4900	65.88	92.18
5000	67.78	92.95
5100	69.72	93.73
5200	71.75	94.61
5300	73.78	95.45
5400	75.80	96.25
5500	77.70	96.87
5600	79.65	97.53
5700	81.68	98.26
5800	83.50	98.71
5900	85.52	99.39
6000	87.51	100.00
6100	88.74	99.75
6200	90.31	99.87
6300	91.66	99.76
6400	93.11	99.75
6500	94.50	99.69
6600	95.58	99.29
6700	96.70	98.96
6800	97.83	98.64
6900	98.95	98.33
7000	100.00	97.95
7100	98.03	94.67
7200	95.56	91.01
7300	93.31	87.64
7400	90.84	84.17
7500	88.50	80.91
7600	85.33	76.99
7700	81.93	72.96
7800	78.53	69.03
7900	75.10	65.18
8000	71.51	61.29
