rpm	power	torque
1000	9.83	50.36
1100	12.85	59.85
1200	15.70	67.05
1300	18.66	73.54
1400	21.61	79.10
1500	24.53	83.80
1600	27.30	87.44
1700	30.15	90.88
1800	33.00	93.93
1900	35.84	96.66
2000	38.47	98.55
2100	40.62	99.12
2200	42.62	99.26
2300	44.68	99.54
2400	46.77	99.85
2500	48.73	99.89
2600	50.71	99.93
2700	52.67	99.95
2800	54.63	99.97
2900	56.60	100.00
3000	58.49	99.90
3100	60.35	99.76
3200	62.27	99.71
3300	64.24	99.74
3400	66.16	99.71
3500	67.95	99.48
3600	69.92	99.51
3700	71.86	99.51
3800	73.72	99.41
3900	75.59	99.32
4000	77.56	99.35
4100	79.42	99.26
4200	81.27	99.15
4300	83.23	99.18
4400	85.01	99.00
4500	86.95	99.00
4600	88.69	98.79
4700	90.38	98.53
4800	92.13	98.35
4900	93.77	98.06
5000	95.53	97.89
5100	96.40	96.85
5200	97.38	95.96
5300	98.25	94.99
5400	99.23	94.16
5500	100.00	93.16
5600	99.46	91.00
5700	98.79	88.81
5800	98.13	86.69
5900	97.47	84.65
6000	96.74	82.61
6100	95.53	80.25
6200	94.27	77.91
6300	93.02	75.65
6400	91.75	73.46
6500	90.47	71.31
6600	88.50	68.71
6700	86.31	66.01
6800	84.13	63.39
6900	81.94	60.85
7000	79.54	58.22
