rpm	power	torque
1000	11.70	60.84
1100	13.63	64.46
1200	15.70	68.05
1300	17.69	70.77
1400	19.85	73.75
1500	21.82	75.65
1600	24.22	78.74
1700	26.63	81.47
1800	29.04	83.89
1900	31.44	86.06
2000	33.85	88.02
2100	36.25	89.78
2200	38.88	91.91
2300	41.28	93.35
2400	43.69	94.68
2500	46.20	96.12
2600	48.50	97.02
2700	50.91	98.06
2800	53.09	98.62
2900	55.50	99.53
3000	57.68	100.00
3100	59.58	99.96
3200	61.39	99.78
3300	63.20	99.60
3400	65.10	99.59
3500	66.85	99.34
3600	68.46	98.90
3700	69.99	98.38
3800	71.52	97.89
3900	73.05	97.42
4000	74.48	96.84
4100	75.90	96.28
4200	77.32	95.75
4300	78.75	95.24
4400	80.14	94.73
4500	81.52	94.21
4600	82.90	93.73
4700	84.44	93.44
4800	85.75	92.91
4900	87.17	92.53
5000	88.56	92.12
5100	89.80	91.57
5200	91.09	91.10
5300	92.31	90.59
5400	93.52	90.07
5500	94.94	89.78
5600	95.92	89.09
5700	96.91	88.42
5800	97.91	87.80
5900	98.98	87.25
6000	100.00	86.68
6100	98.77	84.21
6200	97.41	81.71
6300	95.94	79.20
6400	94.46	76.76
6500	93.11	74.50
6600	91.14	71.82
6700	89.20	69.24
6800	87.22	66.71
6900	85.25	64.26
7000	83.50	62.04
