rpm	power	torque
1000	10.13	59.07
1100	11.67	61.87
1200	13.00	63.14
1300	14.32	64.21
1400	15.64	65.12
1500	16.98	65.98
1600	18.52	67.49
1700	20.17	69.16
1800	21.81	70.63
1900	23.38	71.73
2000	25.03	72.97
2100	27.02	75.01
2200	29.01	76.86
2300	31.10	78.83
2400	33.09	80.37
2500	35.18	82.04
2600	37.28	83.59
2700	39.37	85.02
2800	41.47	86.35
2900	43.57	87.58
3000	45.55	88.52
3100	48.09	90.44
3200	50.52	92.03
3300	52.83	93.33
3400	55.26	94.75
3500	57.62	95.97
3600	59.89	96.99
3700	61.99	97.67
3800	64.19	98.48
3900	66.51	99.42
4000	68.61	100.00
4100	70.15	99.75
4200	71.81	99.67
4300	73.29	99.37
4400	74.95	99.30
4500	76.49	99.10
4600	77.88	98.70
4700	79.42	98.51
4800	80.90	98.26
4900	82.33	97.96
5000	83.81	97.72
5100	85.38	97.60
5200	86.76	97.27
5300	88.33	97.16
5400	89.87	97.02
5500	91.49	96.97
5600	92.89	96.70
5700	94.27	96.42
5800	95.59	96.09
5900	97.08	95.93
6000	98.52	95.72
6100	98.90	94.52
6200	99.12	93.20
6300	99.43	92.01
6400	99.65	90.77
6500	100.00	89.69
6600	99.34	87.75
6700	98.47	85.68
6800	97.60	83.68
6900	96.92	81.89
7000	96.05	80.00
7100	94.72	77.78
7200	93.18	75.45
7300	91.74	73.27
7400	90.31	71.15
7500	88.91	69.11
