rpm	power	torque
1500	14.54	77.56
1600	15.44	77.21
1700	16.74	78.80
1800	17.84	79.32
1900	19.02	80.10
2000	20.20	80.83
2100	21.48	81.84
2200	22.60	82.20
2300	23.72	82.52
2400	24.89	82.99
2500	26.20	83.85
2600	27.52	84.69
2700	28.75	85.20
2800	29.98	85.68
2900	31.32	86.42
3000	32.44	86.53
3100	33.70	86.99
3200	34.81	87.03
3300	36.02	87.34
3400	37.18	87.51
3500	38.30	87.55
3600	39.38	87.53
3700	40.28	87.11
3800	41.19	86.74
3900	42.08	86.34
4000	43.19	86.39
4100	44.32	86.50
4200	45.44	86.57
4300	46.70	86.90
4400	47.80	86.93
4500	48.85	86.87
4600	50.22	87.37
4700	51.55	87.76
4800	52.96	88.28
4900	54.18	88.47
5000	55.40	88.66
5100	57.05	89.51
5200	58.28	89.68
5300	59.74	90.20
5400	61.08	90.51
5500	62.49	90.92
5600	63.88	91.28
5700	65.20	91.53
5800	66.60	91.87
5900	68.01	92.23
6000	69.28	92.39
6100	70.92	93.03
6200	72.47	93.53
6300	74.14	94.16
6400	75.79	94.76
6500	77.45	95.35
6600	79.12	95.92
6700	80.71	96.39
6800	82.33	96.88
6900	83.99	97.40
7000	85.58	97.83
7100	87.09	98.15
7200	88.90	98.80
7300	90.42	99.11
7400	91.97	99.44
7500	93.73	100.00
7600	94.94	99.96
7700	96.10	99.86
7800	97.37	99.88
7900	98.51	99.78
8000	99.79	99.81
8100	99.90	98.69
8200	99.90	97.48
8300	99.90	96.31
8400	99.90	95.16
8500	100.00	94.14
8600	97.77	90.97
