rpm	power	torque
1000	11.23	68.34
1100	12.56	69.46
1200	14.10	71.50
1300	15.64	73.19
1400	16.97	73.73
1500	18.50	75.04
1600	20.06	76.29
1700	21.59	77.25
1800	23.14	78.22
1900	24.70	79.09
2000	26.25	79.84
2100	28.21	81.73
2200	30.00	82.95
2300	31.98	84.60
2400	33.75	85.55
2500	35.62	86.69
2600	37.58	87.94
2700	39.46	88.91
2800	41.25	89.63
2900	43.20	90.64
3000	44.93	91.11
3100	46.95	92.15
3200	48.97	93.11
3300	50.85	93.75
3400	52.72	94.34
3500	54.74	95.14
3600	56.65	95.74
3700	58.53	96.23
3800	60.45	96.78
3900	62.21	97.05
4000	64.09	97.48
4100	66.07	98.05
4200	67.90	98.35
4300	69.72	98.64
4400	71.64	99.06
4500	73.41	99.25
4600	75.23	99.50
4700	77.00	99.67
4800	78.70	99.75
4900	80.40	99.82
5000	82.18	100.00
5100	83.70	99.85
5200	85.24	99.73
5300	86.93	99.79
5400	88.40	99.60
5500	89.98	99.53
5600	91.35	99.24
5700	92.67	98.91
5800	94.02	98.63
5900	95.32	98.29
6000	96.76	98.11
6100	97.33	97.08
6200	98.00	96.16
6300	98.66	95.27
6400	99.32	94.42
6500	100.00	93.60
6600	99.79	91.99
6700	99.56	90.40
6800	99.46	88.99
6900	99.34	87.59
7000	98.90	85.96
7100	98.46	84.37
7200	97.80	82.64
7300	97.25	81.05
7400	96.59	79.41
7500	95.96	77.84
