rpm	power	torque
1000	7.74	36.39
1100	10.77	46.03
1200	13.82	54.15
1300	16.88	61.05
1400	19.93	66.97
1500	23.18	72.67
1600	27.11	79.68
1700	31.04	85.87
1800	34.92	91.24
1900	38.81	96.07
2000	42.43	99.77
2100	44.61	99.92
2200	46.78	100.00
2300	48.76	99.72
2400	50.95	99.84
2500	52.92	99.55
2600	55.10	99.67
2700	57.29	99.79
2800	59.30	99.60
2900	61.44	99.64
3000	63.55	99.63
3100	65.63	99.58
3200	67.77	99.61
3300	69.91	99.63
3400	71.93	99.49
3500	74.11	99.59
3600	76.27	99.64
3700	78.26	99.48
3800	80.45	99.57
3900	82.52	99.51
4000	84.60	99.47
4100	85.69	98.30
4200	86.89	97.30
4300	87.99	96.24
4400	89.19	95.34
4500	90.32	94.40
4600	91.38	93.43
4700	92.47	92.53
4800	93.56	91.67
4900	94.61	90.81
5000	95.67	89.99
5100	96.59	89.07
5200	97.38	88.08
5300	98.25	87.19
5400	99.13	86.34
5500	100.00	85.51
5600	100.00	83.99
5700	99.89	82.42
5800	99.89	81.00
5900	99.89	79.63
6000	99.78	78.21
6100	97.23	74.96
6200	94.32	71.55
6300	91.43	68.25
6400	88.58	65.10
6500	85.74	62.04
6600	81.10	57.79
6700	76.37	53.61
6800	71.56	49.49
6900	66.75	45.50
7000	61.94	41.61
