rpm	power	torque
1000	9.46	49.47
1100	11.78	55.97
1200	13.98	60.91
1300	16.30	65.53
1400	18.61	69.49
1500	21.04	73.34
1600	24.57	80.27
1700	28.10	86.40
1800	31.61	91.80
1900	35.04	96.40
2000	38.22	99.89
2100	40.09	99.80
2200	42.08	99.98
2300	43.93	99.84
2400	45.91	100.00
2500	47.70	99.74
2600	49.68	99.89
2700	51.56	99.82
2800	53.43	99.75
2900	55.41	99.89
3000	57.21	99.69
3100	59.24	99.89
3200	61.11	99.83
3300	63.02	99.83
3400	65.00	99.95
3500	66.84	99.83
3600	68.75	99.84
3700	70.58	99.72
3800	72.61	99.89
3900	74.48	99.84
4000	76.36	99.79
4100	78.29	99.82
4200	80.22	99.84
4300	82.14	99.87
4400	83.96	99.76
4500	85.89	99.78
4600	87.76	99.74
4700	89.81	99.89
4800	91.62	99.78
4900	93.49	99.74
5000	95.40	99.75
5100	96.17	98.58
5200	96.83	97.35
5300	97.49	96.16
5400	98.15	95.02
5500	98.81	93.92
5600	99.04	92.45
5700	99.26	91.03
5800	99.48	89.66
5900	99.70	88.33
6000	100.00	87.13
6100	99.92	85.63
6200	99.70	84.06
6300	99.48	82.54
6400	99.48	81.25
6500	99.35	79.90
6600	98.63	78.12
6700	97.96	76.43
6800	97.30	74.80
6900	96.63	73.21
7000	96.07	71.75
7100	94.31	69.44
7200	92.44	67.12
7300	90.68	64.94
7400	88.91	62.81
7500	86.71	60.44
