rpm	power	torque
1000	14.22	71.18
1100	16.35	74.37
1200	18.69	77.96
1300	21.04	80.99
1400	23.38	83.59
1500	25.69	85.72
1600	28.51	89.19
1700	31.52	92.79
1800	34.31	95.38
1900	37.20	97.99
2000	39.88	99.79
2100	41.89	99.84
2200	43.91	99.88
2300	45.92	99.92
2400	47.94	99.96
2500	49.95	99.99
2600	51.86	99.81
2700	53.87	99.85
2800	55.89	99.88
2900	57.90	99.92
3000	59.84	99.81
3100	61.93	99.97
3200	63.94	100.00
3300	65.83	99.84
3400	67.83	99.84
3500	69.79	99.79
3600	71.83	99.86
3700	73.80	99.81
3800	75.81	99.84
3900	77.82	99.86
4000	79.73	99.75
4100	81.83	99.88
4200	83.83	99.89
4300	85.83	99.89
4400	87.83	99.89
4500	89.80	99.87
4600	91.48	99.53
4700	93.06	99.08
4800	94.72	98.76
4900	96.36	98.42
5000	98.02	98.10
5100	98.35	96.50
5200	98.79	95.07
5300	99.10	93.57
5400	99.45	92.16
5500	99.78	90.79
5600	99.89	89.27
5700	99.89	87.70
5800	99.89	86.19
5900	100.00	84.82
6000	99.91	83.34
6100	99.45	81.59
6200	98.67	79.64
6300	97.99	77.84
6400	97.24	76.04
6500	96.53	74.32
6600	94.69	71.80
6700	92.67	69.22
6800	90.75	66.79
6900	88.83	64.42
