rpm	power	torque
1000	12.66	73.20
1100	14.07	73.94
1200	15.75	75.91
1300	17.44	77.58
1400	18.87	77.94
1500	20.56	79.27
1600	22.26	80.43
1700	24.19	82.29
1800	25.88	83.14
1900	27.57	83.91
2000	29.31	84.74
2100	31.26	86.06
2200	33.20	87.25
2300	35.17	88.41
2400	36.93	88.97
2500	38.90	89.97
2600	41.36	91.97
2700	43.61	93.39
2800	45.95	94.89
2900	48.30	96.30
3000	50.55	97.43
3100	52.05	97.08
3200	53.57	96.79
3300	55.14	96.62
3400	56.61	96.27
3500	57.95	95.75
3600	59.77	96.01
3700	61.61	96.29
3800	63.44	96.54
3900	65.27	96.77
4000	67.10	96.99
4100	68.80	97.03
4200	70.50	97.05
4300	72.19	97.07
4400	73.88	97.09
4500	75.54	97.06
4600	77.60	97.54
4700	79.90	98.30
4800	82.06	98.86
4900	84.22	99.38
5000	86.47	100.00
5100	88.06	99.84
5200	89.68	99.72
5300	91.15	99.45
5400	92.78	99.35
5500	94.36	99.20
5600	95.51	98.62
5700	96.74	98.13
5800	97.62	97.32
5900	98.87	96.90
6000	100.00	96.37
6100	99.73	94.54
6200	99.59	92.88
6300	99.31	91.15
6400	99.03	89.47
6500	98.70	87.80
