rpm	power	torque
1000	9.56	54.40
1100	11.05	57.16
1200	12.76	60.50
1300	14.36	62.84
1400	16.07	65.30
1500	17.83	67.63
1600	20.17	71.75
1700	22.49	75.29
1800	24.77	78.30
1900	26.92	80.64
2000	29.39	83.62
2100	32.32	87.58
2200	35.29	91.29
2300	38.17	94.45
2400	41.14	97.54
2500	43.90	99.92
2600	45.69	100.00
2700	47.40	99.90
2800	49.11	99.80
2900	50.93	99.93
3000	52.63	99.83
3100	54.34	99.75
3200	56.16	99.87
3300	57.87	99.79
3400	59.58	99.72
3500	61.36	99.77
3600	63.11	99.75
3700	64.81	99.68
3800	66.56	99.68
3900	68.34	99.72
4000	70.00	99.59
4100	71.54	99.29
4200	73.03	98.94
4300	74.52	98.61
4400	76.00	98.30
4500	77.47	97.97
4600	78.76	97.44
4700	80.14	97.03
4800	81.52	96.65
4900	82.90	96.28
5000	84.29	95.93
5100	85.32	95.20
5200	86.60	94.77
5300	87.76	94.22
5400	88.92	93.70
5500	90.15	93.27
5600	91.12	92.60
5700	92.06	91.91
5800	93.00	91.25
5900	93.94	90.61
6000	94.93	90.03
6100	95.60	89.19
6200	96.26	88.35
6300	96.92	87.55
6400	97.58	86.77
6500	98.26	86.02
6600	98.57	84.99
6700	98.90	84.00
6800	99.32	83.12
6900	99.56	82.11
7000	100.00	81.29
7100	98.90	79.27
7200	97.69	77.21
