rpm	power	torque
1000	7.93	44.36
1100	9.03	45.93
1200	10.35	48.27
1300	11.67	50.24
1400	13.00	51.93
1500	14.39	53.67
1600	16.21	56.69
1700	17.96	59.10
1800	19.60	60.93
1900	21.45	63.17
2000	23.13	64.70
2100	25.39	67.64
2200	27.56	70.07
2300	29.77	72.40
2400	31.84	74.23
2500	34.03	76.16
2600	36.33	78.17
2700	38.63	80.04
2800	40.93	81.77
2900	43.11	83.17
3000	45.41	84.69
3100	47.82	86.30
3200	50.34	88.01
3300	52.75	89.42
3400	55.04	90.58
3500	57.45	91.84
3600	59.94	93.15
3700	62.27	94.16
3800	64.68	95.22
3900	67.19	96.38
4000	69.49	97.20
4100	71.79	97.96
4200	73.88	98.42
4300	76.06	98.96
4400	78.27	99.53
4500	80.43	100.00
4600	82.00	99.74
4700	83.60	99.51
4800	85.12	99.22
4900	86.78	99.09
5000	88.23	98.73
5100	89.49	98.17
5200	90.57	97.45
5300	91.66	96.76
5400	92.95	96.30
5500	94.16	95.78
5600	94.93	94.84
5700	95.79	94.02
5800	96.59	93.17
5900	97.55	92.50
6000	98.31	91.67
6100	98.68	90.50
6200	98.96	89.30
6300	99.34	88.22
6400	99.56	87.03
6500	100.00	86.07
6600	99.09	84.00
6700	98.19	81.99
6800	97.14	79.92
6900	96.24	78.03
7000	95.30	76.17
