rpm	power	torque
1000	11.45	68.18
1100	12.78	69.13
1200	14.07	69.78
1300	15.37	70.40
1400	16.60	70.58
1500	17.99	71.38
1600	19.34	71.95
1700	20.82	72.91
1800	22.13	73.18
1900	23.57	73.83
2000	24.96	74.29
2100	26.49	75.09
2200	28.02	75.80
2300	29.52	76.38
2400	31.06	77.03
2500	32.49	77.35
2600	34.14	78.16
2700	35.87	79.09
2800	37.44	79.60
2900	39.15	80.35
3000	40.79	80.92
3100	42.80	82.18
3200	44.71	83.17
3300	46.64	84.12
3400	48.55	84.99
3500	50.40	85.72
3600	52.04	86.05
3700	53.88	86.67
3800	55.54	86.99
3900	57.28	87.42
4000	58.92	87.68
4100	61.22	88.88
4200	63.41	89.86
4300	65.62	90.83
4400	67.78	91.70
4500	70.01	92.60
4600	72.49	93.80
4700	75.01	94.99
4800	77.47	96.07
4900	79.82	96.97
5000	82.34	98.03
5100	84.39	98.49
5200	86.39	98.89
5300	88.25	99.11
5400	90.32	99.56
5500	92.40	100.00
5600	93.60	99.49
5700	94.49	98.68
5800	95.59	98.11
5900	96.56	97.41
6000	97.65	96.87
6100	98.19	95.82
6200	98.57	94.63
6300	99.00	93.54
6400	99.56	92.60
6500	100.00	91.57
6600	99.09	89.37
6700	98.19	87.24
6800	97.14	85.03
6900	96.24	83.02
7000	95.30	81.04
