rpm	power	torque
1000	8.28	45.12
1100	9.84	48.75
1200	11.34	51.50
1300	12.93	54.20
1400	14.42	56.12
1500	16.02	58.19
1600	17.98	61.23
1700	19.87	63.71
1800	21.95	66.47
1900	23.84	68.38
2000	25.93	70.66
2100	28.25	73.31
2200	30.57	75.72
2300	32.89	77.92
2400	35.20	79.94
2500	37.52	81.80
2600	39.84	83.51
2700	42.16	85.10
2800	44.48	86.57
2900	46.80	87.94
3000	49.11	89.22
3100	51.27	90.13
3200	53.53	91.17
3300	55.63	91.87
3400	57.95	92.88
3500	60.08	93.55
3600	62.80	95.08
3700	65.45	96.41
3800	68.10	97.67
3900	70.86	99.02
4000	73.40	100.00
4100	75.16	99.91
4200	76.93	99.83
4300	78.59	99.61
4400	80.40	99.59
4500	82.09	99.42
4600	83.49	98.91
4700	84.98	98.54
4800	86.47	98.17
4900	88.13	98.02
5000	89.34	97.38
5100	90.60	96.82
5200	91.87	96.28
5300	93.03	95.66
5400	94.30	95.17
5500	95.49	94.62
5600	96.29	93.71
5700	97.03	92.78
5800	97.80	91.90
5900	98.56	91.04
6000	99.23	90.13
6100	99.45	88.85
6200	99.56	87.52
6300	99.78	86.32
6400	99.78	84.97
6500	100.00	83.84
6600	99.34	82.03
6700	98.54	80.16
6800	97.80	78.38
6900	97.10	76.70
7000	96.37	75.03
7100	94.08	72.21
7200	91.54	69.29
