rpm	power	torque
1000	8.15	55.88
1100	9.46	58.97
1200	10.55	60.29
1300	11.67	61.58
1400	12.78	62.57
1500	14.04	64.19
1600	15.28	65.47
1700	16.44	66.32
1800	17.62	67.13
1900	18.94	68.36
2000	20.15	69.10
2100	21.46	70.09
2200	22.78	70.99
2300	24.05	71.69
2400	25.33	72.37
2500	26.60	72.95
2600	28.22	74.42
2700	29.77	75.60
2800	31.30	76.65
2900	32.94	77.89
3000	34.47	78.79
3100	36.55	80.84
3200	38.41	82.32
3300	40.39	83.92
3400	42.36	85.43
3500	44.14	86.47
3600	46.19	87.98
3700	48.16	89.26
3800	50.02	90.27
3900	51.99	91.42
4000	53.74	92.13
4100	55.39	92.63
4200	56.92	92.92
4300	58.63	93.49
4400	60.20	93.82
4500	61.78	94.15
4600	63.48	94.63
4700	65.10	94.99
4800	66.76	95.37
4900	68.40	95.72
5000	70.04	96.06
5100	71.91	96.69
5200	73.88	97.42
5300	75.74	97.99
5400	77.62	98.57
5500	79.49	99.10
5600	81.13	99.35
5700	82.67	99.45
5800	84.27	99.63
5900	85.80	99.72
6000	87.50	100.00
6100	88.52	99.51
6200	89.91	99.44
6300	91.05	99.10
6400	92.29	98.88
6500	93.50	98.64
6600	94.52	98.20
6700	95.59	97.84
6800	96.60	97.41
6900	97.58	96.97
7000	98.57	96.56
7100	98.79	95.41
7200	98.90	94.19
7300	99.01	93.00
7400	99.21	91.93
7500	99.34	90.82
7600	99.45	89.73
7700	99.56	88.66
7800	99.74	87.68
7900	99.89	86.70
8000	100.00	85.71
8100	99.78	84.47
8200	99.56	83.26
8300	99.34	82.07
8400	99.01	80.82
8500	98.87	79.76
8600	97.44	77.70
8700	96.00	75.67
8800	94.47	73.61
8900	92.95	71.61
9000	91.34	69.59
