rpm	power	torque
1000	15.22	76.00
1100	17.05	77.42
1200	18.93	78.76
1300	20.80	79.89
1400	22.57	80.50
1500	24.54	81.71
1600	26.52	82.79
1700	28.51	83.74
1800	30.38	84.28
1900	32.36	85.06
2000	34.25	85.53
2100	36.46	86.70
2200	38.44	87.26
2300	40.62	88.20
2400	42.63	88.70
2500	44.61	89.12
2600	47.01	90.29
2700	49.24	91.08
2800	51.45	91.76
2900	53.65	92.39
3000	55.93	93.10
3100	58.46	94.17
3200	60.88	95.01
3300	63.35	95.86
3400	65.77	96.61
3500	68.15	97.23
3600	70.57	97.89
3700	72.94	98.44
3800	75.30	98.96
3900	77.67	99.46
4000	80.10	100.00
4100	82.02	99.90
4200	83.85	99.69
4300	85.76	99.60
4400	87.64	99.47
4500	89.66	99.50
4600	90.94	98.73
4700	92.48	98.27
4800	93.92	97.71
4900	95.35	97.17
5000	96.89	96.77
5100	97.47	95.44
5200	98.13	94.24
5300	98.79	93.08
5400	99.45	91.97
5500	100.00	90.80
5600	98.48	87.82
5700	96.73	84.75
5800	95.06	81.85
5900	93.30	78.97
6000	91.64	76.27
6100	88.02	72.06
6200	84.18	67.80
6300	80.32	63.67
6400	76.57	59.75
6500	72.72	55.87
