rpm	power	torque
1000	4.74	39.69
1100	5.56	42.31
1200	6.27	43.72
1300	6.90	44.40
1400	7.65	45.74
1500	8.28	46.22
1600	9.16	47.92
1700	9.93	48.86
1800	10.89	50.65
1900	11.69	51.49
2000	12.49	52.25
2100	13.45	53.62
2200	14.35	54.60
2300	15.33	55.78
2400	16.31	56.86
2500	17.13	57.35
2600	18.31	58.92
2700	19.45	60.30
2800	20.58	61.51
2900	21.63	62.41
3000	22.77	63.52
3100	24.24	65.43
3200	25.43	66.52
3300	26.74	67.81
3400	28.05	69.04
3500	29.35	70.19
3600	30.88	71.79
3700	32.52	73.55
3800	33.94	74.74
3900	35.54	76.27
4000	37.02	77.46
4100	38.74	79.07
4200	40.49	80.67
4300	42.12	81.98
4400	43.76	83.23
4500	45.33	84.29
4600	47.26	85.97
4700	49.08	87.38
4800	50.86	88.67
4900	52.50	89.66
5000	54.36	90.98
5100	55.88	91.70
5200	57.41	92.39
5300	58.94	93.06
5400	60.46	93.70
5500	62.09	94.47
5600	63.74	95.25
5700	65.27	95.82
5800	66.90	96.53
5900	68.54	97.22
6000	70.07	97.73
6100	71.64	98.28
6200	73.12	98.70
6300	74.60	99.10
6400	76.08	99.48
6500	77.67	100.00
6600	78.71	99.80
6700	79.88	99.77
6800	81.07	99.77
6900	82.16	99.65
7000	83.26	99.54
7100	84.44	99.53
7200	85.42	99.28
7300	86.46	99.12
7400	87.59	99.05
7500	88.75	99.03
7600	89.77	98.85
7700	90.96	98.85
7800	92.15	98.87
7900	93.32	98.86
8000	94.47	98.83
8100	95.52	98.69
8200	96.61	98.59
8300	97.71	98.52
8400	98.89	98.52
8500	100.00	98.45
8600	99.70	97.01
8700	99.12	95.34
8800	98.70	93.86
8900	98.15	92.29
9000	97.71	90.86
9100	95.77	88.07
9200	93.69	85.22
9300	91.61	82.44
9400	89.53	79.71
9500	87.67	77.23
