rpm	power	torque
1000	8.92	49.62
1100	11.00	55.61
1200	12.99	60.17
1300	15.16	64.84
1400	17.35	68.90
1500	19.32	71.60
1600	21.73	75.50
1700	24.14	78.94
1800	26.43	81.65
1900	28.73	84.08
2000	31.03	86.27
2100	33.30	88.17
2200	35.41	89.49
2300	37.71	91.16
2400	39.89	92.41
2500	41.98	93.35
2600	44.05	94.21
2700	46.05	94.83
2800	48.12	95.56
2900	50.18	96.21
3000	52.19	96.72
3100	54.27	97.34
3200	56.31	97.83
3300	58.27	98.18
3400	60.24	98.51
3500	62.21	98.83
3600	64.18	99.12
3700	66.15	99.40
3800	68.10	99.64
3900	70.08	99.90
4000	71.94	100.00
4100	73.58	99.78
4200	75.14	99.47
4300	76.68	99.15
4400	78.38	99.05
4500	79.88	98.69
4600	81.31	98.28
4700	82.75	97.89
4800	84.17	97.50
4900	85.58	97.11
5000	87.06	96.81
5100	88.14	96.09
5200	89.28	95.46
5300	90.56	95.00
5400	91.68	94.39
5500	92.88	93.89
5600	93.87	93.20
5700	94.94	92.61
5800	95.81	91.84
5900	96.73	91.16
6000	97.72	90.56
6100	98.27	89.57
6200	98.66	88.48
6300	99.16	87.51
6400	99.60	86.52
6500	100.00	85.54
6600	96.97	81.69
6700	93.45	77.55
6800	89.98	73.57
6900	86.47	69.68
7000	83.11	66.01
