rpm	power	torque
1000	7.93	56.51
1100	8.80	57.01
1200	9.89	58.73
1300	10.98	60.19
1400	12.07	61.44
1500	13.16	62.53
1600	14.69	65.44
1700	16.00	67.08
1800	17.53	69.42
1900	18.89	70.87
2000	20.31	72.40
2100	21.90	74.34
2200	23.43	75.92
2300	24.88	77.12
2400	26.49	78.68
2500	27.91	79.59
2600	29.55	81.02
2700	31.18	82.31
2800	32.82	83.56
2900	34.36	84.47
3000	36.00	85.55
3100	37.64	86.56
3200	39.17	87.27
3300	40.72	87.97
3400	42.24	88.55
3500	43.79	89.20
3600	45.52	90.13
3700	47.05	90.64
3800	48.73	91.42
3900	50.33	91.99
4000	51.97	92.62
4100	53.61	93.21
4200	55.36	93.96
4300	57.00	94.50
4400	58.75	95.18
4500	60.50	95.84
4600	62.14	96.30
4700	63.99	97.05
4800	65.75	97.65
4900	67.50	98.21
5000	69.25	98.74
5100	70.79	98.95
5200	72.42	99.29
5300	73.96	99.47
5400	75.62	99.82
5500	77.15	100.00
5600	78.33	99.71
5700	79.27	99.14
5800	80.37	98.79
5900	81.48	98.44
6000	82.47	97.98
6100	83.51	97.59
6200	84.43	97.07
6300	85.37	96.60
6400	86.40	96.23
6500	87.53	96.00
6600	88.30	95.37
6700	89.00	94.69
6800	89.96	94.31
6900	90.73	93.74
7000	91.71	93.40
7100	92.27	92.64
7200	93.12	92.20
7300	93.81	91.60
7400	94.56	91.09
7500	95.35	90.63
7600	95.98	90.02
7700	96.52	89.36
7800	97.18	88.81
7900	97.83	88.28
8000	98.49	87.76
8100	98.87	87.01
8200	99.09	86.14
8300	99.35	85.33
8400	99.64	84.56
8500	100.00	83.87
8600	98.87	81.96
8700	97.74	80.08
8800	96.45	78.13
8900	95.34	76.36
9000	94.25	74.65
