rpm	power	torque
1000	9.56	58.28
1100	10.98	60.86
1200	12.29	62.45
1300	13.71	64.31
1400	15.03	65.43
1500	16.52	67.14
1600	18.64	71.01
1700	20.67	74.11
1800	22.69	76.84
1900	24.77	79.47
2000	26.78	81.62
2100	28.96	84.07
2200	31.14	86.30
2300	33.33	88.33
2400	35.51	90.20
2500	37.69	91.91
2600	39.66	92.98
2700	41.74	94.25
2800	43.80	95.37
2900	45.77	96.21
3000	47.77	97.06
3100	49.69	97.72
3200	51.60	98.30
3300	53.46	98.75
3400	55.36	99.27
3500	57.25	99.72
3600	58.93	99.79
3700	60.57	99.80
3800	62.12	99.65
3900	63.85	99.81
4000	65.38	99.65
4100	67.03	99.66
4200	68.67	99.67
4300	70.31	99.68
4400	71.95	99.69
4500	73.52	99.59
4600	75.23	99.70
4700	76.87	99.71
4800	78.45	99.64
4900	80.15	99.72
5000	81.72	99.64
5100	83.33	99.60
5200	84.99	99.64
5300	86.61	99.62
5400	88.25	99.63
5500	90.22	100.00
5600	91.52	99.63
5700	93.17	99.65
5800	94.79	99.63
5900	96.34	99.55
6000	98.06	99.63
6100	98.46	98.40
6200	98.90	97.25
6300	99.23	96.02
6400	99.56	94.83
6500	100.00	93.79
6600	99.78	92.16
6700	99.56	90.59
6800	99.23	88.96
6900	99.00	87.47
7000	98.68	85.94
