rpm	power	torque
500	6.28	64.37
600	8.14	69.58
700	9.90	72.49
800	11.65	74.67
900	13.38	76.20
1000	15.12	77.54
1100	17.09	79.67
1200	18.94	80.93
1300	20.87	82.29
1400	22.78	83.40
1500	24.63	84.19
1600	26.49	84.88
1700	28.46	85.82
1800	30.30	86.31
1900	32.17	86.80
2000	34.03	87.24
2100	36.23	88.44
2200	38.41	89.50
2300	40.59	90.49
2400	42.78	91.39
2500	44.82	91.92
2600	46.83	92.34
2700	48.80	92.66
2800	50.76	92.95
2900	52.73	93.22
3000	54.66	93.42
3100	57.22	94.63
3200	59.63	95.53
3300	62.14	96.55
3400	64.66	97.50
3500	67.07	98.25
3600	69.48	98.95
3700	71.79	99.48
3800	74.12	100.00
3900	75.85	99.71
4000	77.53	99.38
4100	79.21	99.05
4200	80.95	98.82
4300	82.48	98.34
4400	84.23	98.14
4500	85.87	97.83
4600	87.10	97.07
4700	88.11	96.11
4800	89.21	95.28
4900	90.31	94.49
5000	91.41	93.73
5100	92.29	92.78
5200	93.39	92.08
5300	94.45	91.36
5400	95.37	90.55
5500	96.37	89.83
5600	97.14	88.93
5700	97.86	88.02
5800	98.51	87.08
5900	99.23	86.23
6000	100.00	85.45
6100	99.56	83.68
6200	98.90	81.78
6300	98.24	79.95
6400	97.68	78.25
6500	97.06	76.56
