rpm	power	torque
1000	4.47	31.38
1100	5.05	32.27
1200	5.70	33.34
1300	6.37	34.43
1400	7.00	35.11
1500	7.60	35.56
1600	8.41	36.92
1700	9.23	38.11
1800	10.04	39.18
1900	10.86	40.13
2000	11.78	41.38
2100	12.82	42.87
2200	13.97	44.58
2300	15.11	46.13
2400	16.15	47.24
2500	17.48	49.10
2600	19.40	52.40
2700	21.38	55.62
2800	23.32	58.49
2900	25.29	61.23
3000	27.35	64.02
3100	30.29	68.62
3200	33.26	72.98
3300	36.15	76.93
3400	38.97	80.49
3500	41.80	83.86
3600	44.18	86.18
3700	46.63	88.49
3800	48.98	90.51
3900	51.41	92.57
4000	53.67	94.22
4100	55.52	95.10
4200	57.48	96.11
4300	59.45	97.08
4400	61.30	97.83
4500	63.06	98.40
4600	64.78	98.89
4700	66.41	99.22
4800	68.04	99.54
4900	69.67	99.85
5000	71.20	100.00
5100	72.50	99.82
5200	73.91	99.81
5300	75.19	99.62
5400	76.51	99.50
5500	77.81	99.34
5600	78.95	99.01
5700	80.10	98.68
5800	81.35	98.50
5900	82.50	98.19
6000	83.63	97.87
6100	84.68	97.48
6200	85.72	97.08
6300	86.74	96.69
6400	87.68	96.20
6500	88.68	95.81
6600	89.53	95.26
6700	90.46	94.81
6800	91.27	94.25
6900	92.09	93.72
7000	93.08	93.37
7100	93.72	92.69
7200	94.31	91.99
7300	95.02	91.40
7400	95.73	90.84
7500	96.37	90.23
7600	96.92	89.55
7700	97.40	88.83
7800	98.00	88.23
7900	98.46	87.52
8000	98.97	86.88
8100	99.12	85.93
8200	99.34	85.07
8300	99.56	84.23
8400	99.78	83.41
8500	100.00	82.61
8600	99.89	81.56
8700	99.78	80.54
8800	99.78	79.62
8900	99.62	78.60
9000	99.46	77.61
9100	98.87	76.29
9200	98.05	74.84
9300	97.35	73.50
9400	96.53	72.11
9500	95.82	70.83
