rpm	power	torque
1000	7.27	45.62
1100	9.03	51.53
1200	10.56	55.25
1300	12.11	58.49
1400	13.65	61.22
1500	15.34	64.19
1600	17.37	68.15
1700	19.51	72.05
1800	21.54	75.14
1900	23.69	78.26
2000	25.61	80.38
2100	27.64	82.63
2200	29.59	84.44
2300	31.60	86.25
2400	33.63	87.96
2500	35.49	89.11
2600	37.47	90.48
2700	39.40	91.60
2800	41.20	92.36
2900	43.02	93.12
3000	44.94	94.04
3100	46.86	94.90
3200	48.68	95.49
3300	50.71	96.46
3400	52.58	97.08
3500	54.44	97.65
3600	56.15	97.90
3700	57.74	97.96
3800	59.33	98.01
3900	61.07	98.30
4000	62.66	98.33
4100	64.43	98.64
4200	66.32	99.13
4300	68.00	99.27
4400	69.79	99.57
4500	71.68	100.00
4600	73.14	99.81
4700	74.66	99.72
4800	76.24	99.71
4900	77.73	99.58
5000	79.30	99.56
5100	80.91	99.59
5200	82.50	99.59
5300	84.09	99.60
5400	85.68	99.60
5500	87.16	99.49
5600	88.71	99.44
5700	90.29	99.44
5800	91.83	99.39
5900	93.42	99.40
6000	94.90	99.29
6100	95.94	98.74
6200	96.90	98.11
6300	97.90	97.55
6400	98.88	96.99
6500	100.00	96.58
6600	99.54	94.68
6700	98.88	92.65
6800	98.39	90.83
6900	97.84	89.01
7000	97.26	87.22
7100	96.46	85.29
7200	95.58	83.33
7300	94.83	81.55
7400	93.90	79.66
7500	92.97	77.81
7600	91.27	75.38
7700	89.34	72.84
7800	87.31	70.27
7900	85.50	67.94
8000	83.50	65.52
