rpm	power	torque
1000	8.35	58.75
1100	9.28	59.33
1200	10.31	60.45
1300	11.27	60.97
1400	12.27	61.67
1500	13.32	62.48
1600	14.51	63.81
1700	15.71	64.99
1800	16.86	65.87
1900	18.00	66.65
2000	19.26	67.73
2100	20.47	68.58
2200	21.77	69.60
2300	23.08	70.58
2400	24.39	71.48
2500	25.68	72.26
2600	27.09	73.30
2700	28.48	74.21
2800	29.85	74.99
2900	31.21	75.72
3000	32.58	76.39
3100	34.15	77.50
3200	35.78	78.66
3300	37.20	79.29
3400	38.83	80.33
3500	40.35	81.10
3600	42.09	82.25
3700	43.94	83.54
3800	45.79	84.77
3900	47.42	85.54
4000	49.28	86.66
4100	50.91	87.34
4200	52.76	88.36
4300	54.39	88.98
4400	56.24	89.92
4500	57.87	90.47
4600	59.72	91.33
4700	61.58	92.16
4800	63.43	92.95
4900	65.28	93.71
5000	67.03	94.30
5100	68.98	95.15
5200	71.03	96.09
5300	72.90	96.76
5400	74.76	97.38
5500	76.72	98.12
5600	78.46	98.56
5700	80.09	98.84
5800	81.94	99.38
5900	83.57	99.64
6000	85.29	100.00
6100	86.44	99.68
6200	87.59	99.37
6300	88.78	99.13
6400	89.77	98.67
6500	90.88	98.35
6600	91.51	97.53
6700	92.10	96.70
6800	92.75	95.95
6900	93.41	95.23
7000	93.96	94.42
7100	94.49	93.62
7200	94.95	92.76
7300	95.38	91.92
7400	95.84	91.10
7500	96.37	90.39
7600	96.70	89.51
7700	97.03	88.65
7800	97.36	87.81
7900	97.72	87.01
8000	98.09	86.25
8100	98.36	85.42
8200	98.68	84.66
8300	99.00	83.91
8400	99.34	83.19
8500	99.64	82.46
8600	99.78	81.62
8700	99.78	80.68
8800	99.78	79.76
8900	100.00	79.04
9000	100.00	78.16
9100	98.57	76.20
9200	96.87	74.07
9300	95.24	72.04
9400	93.61	70.05
9500	91.76	67.94
