rpm	power	torque
1000	5.90	35.68
1100	6.81	37.47
1200	7.74	39.03
1300	8.65	40.24
1400	9.65	41.71
1500	10.57	42.61
1600	11.80	44.61
1700	13.03	46.38
1800	14.16	47.58
1900	15.39	49.01
2000	16.66	50.38
2100	18.24	52.56
2200	19.86	54.62
2300	21.54	56.65
2400	23.10	58.23
2500	24.82	60.06
2600	26.67	62.05
2700	28.66	64.21
2800	30.46	65.82
2900	32.49	67.79
3000	34.41	69.40
3100	36.55	71.33
3200	38.80	73.35
3300	41.05	75.25
3400	43.07	76.64
3500	45.43	78.53
3600	47.90	80.50
3700	50.48	82.54
3800	52.95	84.29
3900	55.52	86.13
4000	57.99	87.71
4100	60.68	89.54
4200	63.26	91.12
4300	65.94	92.78
4400	68.52	94.22
4500	71.10	95.59
4600	73.35	96.47
4700	75.59	97.31
4800	77.84	98.11
4900	80.09	98.89
5000	82.21	99.48
5100	84.00	99.64
5200	85.74	99.75
5300	87.54	99.93
5400	89.22	99.96
5500	90.91	100.00
5600	91.92	99.31
5700	92.83	98.53
5800	93.73	97.77
5900	94.73	97.13
6000	95.71	96.51
6100	96.04	95.26
6200	96.48	94.15
6300	96.94	93.09
6400	97.40	92.07
6500	97.91	91.13
6600	98.24	90.05
6700	98.68	89.11
6800	98.93	88.02
6900	99.34	87.10
7000	99.67	86.14
7100	99.78	85.02
7200	99.78	83.84
7300	99.89	82.78
7400	100.00	81.76
7500	100.00	80.67
7600	98.11	78.10
7700	96.08	75.49
7800	94.06	72.95
7900	92.03	70.48
8000	90.11	68.14
