rpm	power	torque
1000	9.21	63.44
1100	10.31	64.58
1200	11.53	66.22
1300	12.64	66.98
1400	13.85	68.16
1500	14.96	68.74
1600	16.30	70.22
1700	17.60	71.34
1800	18.87	72.24
1900	20.21	73.31
2000	21.47	73.97
2100	22.90	75.14
2200	24.36	76.30
2300	25.70	77.00
2400	27.16	77.99
2500	28.63	78.90
2600	30.09	79.74
2700	31.55	80.52
2800	33.01	81.24
2900	34.47	81.92
3000	35.88	82.43
3100	37.76	83.93
3200	39.46	84.97
3300	41.28	86.20
3400	43.04	87.23
3500	44.77	88.14
3600	46.50	89.01
3700	48.44	90.22
3800	50.19	91.02
3900	52.08	92.03
4000	53.89	92.83
4100	55.61	93.47
4200	57.54	94.42
4300	59.31	95.05
4400	61.07	95.64
4500	62.89	96.30
4600	64.71	96.94
4700	66.41	97.37
4800	68.11	97.78
4900	69.92	98.33
5000	71.61	98.70
5100	73.21	98.93
5200	74.87	99.21
5300	76.50	99.46
5400	78.20	99.79
5500	79.81	100.00
5600	81.24	99.97
5700	82.58	99.84
5800	84.04	99.85
5900	85.39	99.73
6000	86.78	99.67
6100	88.19	99.63
6200	89.53	99.52
6300	90.88	99.40
6400	92.34	99.42
6500	93.68	99.32
6600	94.90	99.09
6700	96.25	98.99
6800	97.47	98.78
6900	98.69	98.57
7000	100.00	98.45
7100	99.71	96.78
7200	99.23	94.98
7300	98.75	93.22
7400	98.39	91.63
7500	97.93	89.98
7600	96.47	87.47
7700	94.89	84.92
7800	93.24	82.38
7900	91.61	79.91
8000	90.03	77.55
