rpm	power	torque
1000	7.27	52.25
1100	8.27	54.04
1200	9.27	55.54
1300	10.35	57.24
1400	11.49	59.02
1500	12.61	60.41
1600	14.16	63.61
1700	15.60	65.97
1800	17.04	68.06
1900	18.50	70.00
2000	20.04	72.02
2100	22.03	75.41
2200	23.80	77.77
2300	25.79	80.62
2400	27.68	82.90
2500	29.45	84.68
2600	31.44	86.93
2700	33.32	88.72
2800	35.32	90.67
2900	37.09	91.94
3000	38.98	93.40
3100	40.85	94.73
3200	42.63	95.76
3300	44.51	96.95
3400	46.27	97.82
3500	47.91	98.39
3600	49.50	98.83
3700	51.05	99.18
3800	52.49	99.29
3900	54.06	99.64
4000	55.48	99.71
4100	57.04	100.00
4200	58.31	99.81
4300	59.70	99.80
4400	61.14	99.89
4500	62.47	99.80
4600	63.88	99.82
4700	65.25	99.79
4800	66.69	99.87
4900	68.06	99.85
5000	69.46	99.87
5100	70.80	99.79
5200	72.24	99.86
5300	73.68	99.93
5400	75.11	99.98
5500	76.45	99.92
5600	77.79	99.85
5700	79.23	99.92
5800	80.64	99.95
5900	82.02	99.94
6000	83.44	99.97
6100	84.79	99.92
6200	86.17	99.91
6300	87.55	99.90
6400	88.76	99.69
6500	90.42	99.99
6600	91.63	99.80
6700	92.86	99.63
6800	94.02	99.39
6900	95.37	99.36
7000	96.56	99.16
7100	97.28	98.50
7200	98.01	97.85
7300	98.62	97.11
7400	99.23	96.39
7500	99.95	95.80
7600	100.00	94.58
7700	100.00	93.36
7800	99.98	92.14
7900	99.78	90.79
8000	99.53	89.43
8100	98.90	87.77
8200	98.02	85.93
8300	97.80	84.70
8400	97.64	83.55
8500	97.58	82.52
