rpm	power	torque
1000	13.22	66.73
1100	14.98	68.75
1200	16.93	71.24
1300	18.68	72.55
1400	20.35	73.38
1500	22.17	74.64
1600	24.14	76.18
1700	26.11	77.55
1800	28.02	78.62
1900	29.89	79.43
2000	31.79	80.26
2100	33.95	81.63
2200	35.95	82.50
2300	37.91	83.24
2400	39.88	83.91
2500	41.96	84.75
2600	44.16	85.75
2700	46.45	86.86
2800	48.63	87.70
2900	50.82	88.49
3000	53.01	89.22
3100	55.53	90.45
3200	58.05	91.59
3300	60.57	92.67
3400	62.97	93.52
3500	65.38	94.32
3600	67.90	95.24
3700	70.20	95.80
3800	72.72	96.62
3900	75.12	97.26
4000	77.42	97.73
4100	79.83	98.32
4200	82.24	98.87
4300	84.45	99.17
4400	86.84	99.65
4500	89.02	99.89
4600	91.10	100.00
4700	93.01	99.92
4800	94.99	99.92
4900	96.92	99.87
5000	98.83	99.80
5100	99.12	98.13
5200	99.34	96.46
5300	99.56	94.85
5400	99.78	93.30
5500	100.00	91.81
5600	99.56	89.77
5700	99.12	87.80
5800	98.59	85.83
5900	98.24	84.07
6000	97.69	82.21
6100	96.74	80.08
6200	95.59	77.85
6300	94.66	75.87
6400	93.61	73.86
6500	92.47	71.84
6600	91.35	69.89
6700	90.04	67.86
6800	88.75	65.90
6900	87.44	63.99
7000	85.98	62.02
