rpm	power	torque
1300	7.31	43.00
1400	8.58	46.88
1500	9.67	49.31
1600	10.55	50.47
1700	11.63	52.32
1800	12.63	53.71
1900	13.88	55.88
2000	15.11	57.82
2100	16.42	59.84
2200	17.62	61.29
2300	18.88	62.82
2400	20.13	64.18
2500	21.22	64.94
2600	22.50	66.21
2700	23.62	66.93
2800	24.93	68.12
2900	26.24	69.22
3000	27.55	70.26
3100	29.07	71.77
3200	30.38	72.65
3300	31.71	73.52
3400	33.13	74.56
3500	34.56	75.55
3600	36.06	76.65
3700	37.52	77.59
3800	38.94	78.42
3900	40.59	79.64
4000	42.13	80.58
4100	43.71	81.57
4200	45.24	82.42
4300	46.81	83.29
4400	48.52	84.38
4500	50.16	85.29
4600	51.80	86.16
4700	53.55	87.18
4800	55.19	87.98
4900	57.27	89.43
5000	59.24	90.66
5100	61.33	92.02
5200	63.31	93.16
5300	65.39	94.41
5400	67.56	95.73
5500	69.53	96.73
5600	71.65	97.90
5700	73.74	98.99
5800	75.77	99.96
5900	77.09	99.98
6000	78.41	100.00
6100	79.66	99.93
6200	80.90	99.84
6300	82.27	99.92
6400	83.39	99.70
6500	84.58	99.57
6600	85.70	99.35
6700	87.00	99.36
6800	87.91	98.93
6900	89.19	98.91
7000	90.07	98.46
7100	90.97	98.04
7200	92.01	97.78
7300	93.02	97.51
7400	93.83	97.02
7500	94.66	96.58
7600	95.48	96.13
7700	96.26	95.65
7800	97.07	95.22
7900	97.61	94.55
8000	98.24	93.96
8100	98.90	93.42
8200	99.34	92.70
8300	100.00	92.19
8400	99.56	90.69
8500	99.12	89.23
