rpm	power	torque
1000	8.79	52.74
1100	9.92	54.08
1200	11.04	55.19
1300	12.16	56.13
1400	13.29	56.94
1500	14.41	57.64
1600	15.80	59.23
1700	17.21	60.73
1800	18.55	61.84
1900	20.01	63.17
2000	21.49	64.47
2100	23.30	66.57
2200	25.33	69.07
2300	27.14	70.79
2400	29.16	72.91
2500	31.08	74.59
2600	33.62	77.59
2700	36.02	80.04
2800	38.49	82.46
2900	40.95	84.73
3000	43.42	86.84
3100	46.11	89.24
3200	48.80	91.49
3300	51.49	93.60
3400	54.12	95.49
3500	56.67	97.14
3600	58.78	97.96
3700	60.79	98.57
3800	62.68	98.96
3900	64.64	99.44
4000	66.67	100.00
4100	68.26	99.89
4200	69.92	99.88
4300	71.60	99.90
4400	73.25	99.87
4500	74.84	99.77
4600	76.40	99.64
4700	77.96	99.52
4800	79.42	99.26
4900	80.98	99.15
5000	82.53	99.03
5100	83.89	98.68
5200	85.23	98.34
5300	86.57	98.00
5400	88.06	97.84
5500	89.26	97.37
5600	90.39	96.83
5700	91.51	96.32
5800	92.63	95.82
5900	93.76	95.34
6000	94.84	94.83
6100	95.68	94.10
6200	96.47	93.35
6300	97.27	92.63
6400	98.06	91.92
6500	98.79	91.18
6600	99.12	90.10
6700	99.34	88.95
6800	99.56	87.84
6900	99.78	86.76
7000	100.00	85.71
7100	98.69	83.39
7200	97.23	81.02
7300	95.89	78.81
7400	94.48	76.60
7500	93.08	74.46
7600	89.65	70.77
7700	86.08	67.07
7800	82.52	63.47
7900	78.95	59.96
8000	75.38	56.53
