rpm	power	torque
1000	10.57	67.95
1100	12.01	70.18
1200	13.22	70.82
1300	14.45	71.42
1400	15.66	71.91
1500	16.92	72.50
1600	18.28	73.44
1700	19.60	74.11
1800	20.93	74.71
1900	22.25	75.25
2000	23.49	75.49
2100	24.89	76.18
2200	26.29	76.80
2300	27.73	77.48
2400	29.07	77.86
2500	30.39	78.13
2600	32.04	79.21
2700	33.59	79.96
2800	35.19	80.78
2900	36.78	81.52
3000	38.35	82.15
3100	40.22	83.39
3200	42.03	84.42
3300	43.87	85.44
3400	45.67	86.34
3500	47.52	87.26
3600	49.62	88.58
3700	51.72	89.83
3800	53.82	91.02
3900	55.88	92.08
4000	57.92	93.06
4100	60.33	94.58
4200	62.76	96.04
4300	65.13	97.35
4400	67.51	98.61
4500	69.88	99.81
4600	71.38	99.73
4700	73.04	99.88
4800	74.48	99.72
4900	76.13	99.86
5000	77.66	99.83
5100	79.23	99.85
5200	80.75	99.81
5300	82.33	99.83
5400	83.84	99.79
5500	85.44	99.84
5600	87.00	99.85
5700	88.52	99.81
5800	90.24	100.00
5900	91.62	99.81
6000	93.17	99.80
6100	93.94	98.98
6200	94.60	98.07
6300	95.26	97.19
6400	95.93	96.33
6500	96.60	95.51
6600	96.99	94.45
6700	97.49	93.51
6800	97.88	92.51
6900	98.24	91.50
7000	98.76	90.68
7100	98.90	89.52
7200	99.23	88.58
7300	99.56	87.65
7400	99.77	86.65
7500	100.00	85.69
7600	99.56	84.19
7700	99.18	82.78
7800	98.90	81.49
