rpm	power	torque
1000	7.52	40.20
1100	9.28	45.10
1200	11.04	49.21
1300	12.77	52.50
1400	14.56	55.62
1500	16.60	59.18
1600	19.93	66.62
1700	23.35	73.44
1800	26.76	79.50
1900	30.07	84.62
2000	33.37	89.22
2100	36.15	92.04
2200	38.75	94.19
2300	41.36	96.15
2400	44.08	98.20
2500	46.75	100.00
2600	48.57	99.89
2700	50.46	99.94
2800	52.30	99.88
2900	54.14	99.82
3000	55.98	99.78
3100	57.89	99.86
3200	59.69	99.74
3300	61.60	99.81
3400	63.51	99.87
3500	65.24	99.66
3600	67.21	99.83
3700	69.05	99.78
3800	70.88	99.74
3900	72.72	99.70
4000	74.55	99.66
4100	76.42	99.67
4200	78.33	99.72
4300	80.13	99.64
4400	82.04	99.70
4500	83.94	99.74
4600	85.35	99.21
4700	86.77	98.72
4800	88.33	98.39
4900	89.82	98.01
5000	91.20	97.53
5100	92.31	96.79
5200	93.34	95.98
5300	94.48	95.32
5400	95.51	94.57
5500	96.65	93.96
5600	97.25	92.86
5700	97.93	91.87
5800	98.68	90.97
5900	99.44	90.12
6000	100.00	89.12
6100	99.45	87.17
6200	98.69	85.11
6300	97.99	83.17
6400	97.25	81.25
6500	96.48	79.37
6600	94.43	76.50
6700	92.34	73.69
6800	89.88	70.67
