rpm	power	torque
1000	8.48	62.53
1100	9.64	64.63
1200	10.80	66.38
1300	11.96	67.86
1400	13.13	69.13
1500	14.29	70.23
1600	15.67	72.21
1700	17.03	73.87
1800	18.36	75.23
1900	19.70	76.47
2000	21.14	77.93
2100	22.69	79.66
2200	24.24	81.25
2300	25.68	82.34
2400	27.35	84.02
2500	28.79	84.91
2600	30.48	86.44
2700	32.11	87.70
2800	33.79	88.99
2900	35.44	90.10
3000	37.11	91.20
3100	38.98	92.72
3200	40.75	93.90
3300	42.53	95.02
3400	44.41	96.31
3500	46.07	97.06
3600	47.73	97.77
3700	49.40	98.44
3800	51.06	99.07
3900	52.72	99.68
4000	54.23	99.96
4100	55.60	100.00
4200	56.88	99.86
4300	58.26	99.91
4400	59.54	99.77
4500	60.90	99.79
4600	62.15	99.63
4700	63.46	99.56
4800	64.73	99.44
4900	66.04	99.38
5000	67.29	99.23
5100	68.66	99.26
5200	69.93	99.16
5300	71.20	99.06
5400	72.58	99.11
5500	73.85	99.01
5600	75.02	98.77
5700	76.29	98.68
5800	77.48	98.49
5900	78.72	98.38
6000	79.92	98.21
6100	81.15	98.10
6200	82.32	97.90
6300	83.48	97.70
6400	84.75	97.64
6500	86.01	97.57
6600	86.93	97.11
6700	88.01	96.86
6800	89.06	96.58
6900	90.12	96.30
7000	91.08	95.94
7100	92.07	95.62
7200	92.94	95.18
7300	93.83	94.78
7400	94.71	94.37
7500	95.65	94.04
7600	96.37	93.50
7700	97.10	92.98
7800	97.82	92.47
7900	98.54	91.97
8000	99.29	91.51
8100	99.56	90.63
8200	99.60	89.56
8300	99.78	88.64
8400	100.00	87.78
8500	100.00	86.75
