rpm	power	torque
1000	10.25	70.12
1100	11.73	72.97
1200	13.38	76.31
1300	14.99	78.87
1400	16.53	80.78
1500	18.20	83.00
1600	19.92	85.17
1700	21.56	86.75
1800	23.23	88.31
1900	24.91	89.70
2000	26.51	90.69
2100	28.05	91.37
2200	29.51	91.75
2300	30.96	92.10
2400	32.44	92.48
2500	33.82	92.54
2600	35.19	92.59
2700	36.37	92.15
2800	37.69	92.09
2900	38.87	91.69
3000	40.07	91.37
3100	40.77	89.99
3200	41.44	88.59
3300	42.02	87.10
3400	42.64	85.81
3500	43.31	84.66
3600	44.51	84.58
3700	45.66	84.43
3800	46.81	84.28
3900	48.05	84.29
4000	49.26	84.25
4100	51.70	86.27
4200	53.96	87.89
4300	56.32	89.61
4400	58.58	91.08
4500	60.83	92.48
4600	62.51	92.97
4700	64.08	93.27
4800	65.72	93.67
4900	67.32	94.00
5000	68.91	94.29
5100	70.61	94.72
5200	72.42	95.29
5300	74.02	95.54
5400	75.71	95.93
5500	77.39	96.27
5600	79.07	96.60
5700	80.64	96.79
5800	82.42	97.22
5900	84.11	97.53
6000	85.72	97.74
6100	87.53	98.17
6200	89.35	98.59
6300	91.27	99.12
6400	93.09	99.51
6500	95.01	100.00
6600	96.05	99.57
6700	96.98	99.02
6800	98.00	98.59
6900	98.96	98.12
7000	100.00	97.73
7100	99.19	95.58
7200	98.30	93.40
7300	97.37	91.26
7400	96.40	89.12
7500	95.56	87.17
7600	93.21	83.91
7700	90.81	80.69
7800	88.31	77.46
7900	85.79	74.29
8000	83.28	71.22
