rpm	power	torque
1000	7.37	45.73
1100	8.42	47.50
1200	9.58	49.54
1300	10.74	51.27
1400	11.90	52.75
1500	13.03	53.91
1600	14.65	56.86
1700	16.13	58.88
1800	17.63	60.82
1900	19.12	62.48
2000	20.77	64.48
2100	22.98	67.94
2200	25.08	70.78
2300	27.18	73.37
2400	29.28	75.74
2500	31.53	78.31
2600	34.63	82.69
2700	37.51	86.25
2800	40.52	89.84
2900	43.45	93.01
3000	46.28	95.76
3100	48.16	96.43
3200	50.26	97.49
3300	52.13	98.07
3400	54.01	98.62
3500	55.93	99.20
3600	57.64	99.39
3700	59.24	99.39
3800	60.87	99.44
3900	62.53	99.53
4000	64.19	99.62
4100	65.85	99.71
4200	67.51	99.78
4300	69.17	99.86
4400	70.83	99.93
4500	72.49	100.00
4600	74.07	99.96
4700	75.59	99.84
4800	77.16	99.79
4900	78.69	99.69
5000	80.25	99.64
5100	81.63	99.36
5200	83.01	99.09
5300	84.39	98.85
5400	85.67	98.48
5500	87.04	98.24
5600	88.07	97.63
5700	88.81	96.72
5800	89.64	95.94
5900	90.58	95.30
6000	91.37	94.54
6100	92.14	93.77
6200	92.96	93.08
6300	93.68	92.31
6400	94.51	91.67
6500	95.33	91.05
6600	95.95	90.25
6700	96.54	89.45
6800	97.17	88.71
6900	97.78	87.97
7000	98.41	87.27
7100	98.74	86.33
7200	99.06	85.41
7300	99.40	84.53
7400	99.73	83.66
7500	100.00	82.77
7600	99.17	81.00
7700	98.23	79.19
7800	97.18	77.34
7900	96.24	75.63
8000	95.27	73.93
8100	93.61	71.74
8200	91.95	69.61
8300	90.28	67.53
8400	88.46	65.38
8500	86.75	63.36
