rpm	power	torque
2000	16.91	50.60
2100	18.58	52.95
2200	20.23	55.04
2300	21.85	56.86
2400	23.40	58.37
2500	25.12	60.15
2600	27.08	62.36
2700	29.05	64.41
2800	31.02	66.31
2900	32.94	67.99
3000	34.95	69.73
3100	37.13	71.70
3200	39.32	73.55
3300	41.50	75.29
3400	43.69	76.92
3500	45.98	78.65
3600	48.50	80.65
3700	51.13	82.71
3800	53.75	84.67
3900	56.16	86.20
4000	58.75	87.91
4100	61.41	89.66
4200	64.03	91.26
4300	66.66	92.80
4400	69.28	94.26
4500	71.91	95.66
4600	74.10	96.42
4700	76.50	97.44
4800	78.69	98.13
4900	80.87	98.80
5000	83.06	99.44
5100	84.92	99.68
5200	86.67	99.78
5300	88.43	99.87
5400	90.21	100.00
5500	91.86	99.98
5600	93.03	99.44
5700	94.12	98.84
5800	95.21	98.27
5900	96.37	97.78
6000	97.40	97.17
6100	97.91	96.08
6200	98.46	95.06
6300	98.91	93.99
6400	99.45	93.02
6500	100.00	92.09
6600	99.89	90.60
6700	99.89	89.25
6800	100.00	88.03
6900	100.00	86.76
7000	100.00	85.52
7100	99.67	84.03
7200	99.28	82.54
7300	98.96	81.15
7400	98.57	79.74
7500	98.24	78.41
7600	97.22	76.58
7700	96.15	74.75
7800	95.14	73.02
7900	94.16	71.35
8000	93.22	69.75
