rpm	power	torque
1000	9.26	70.83
1100	10.57	73.51
1200	11.68	74.48
1300	12.97	76.34
1400	14.06	76.85
1500	15.26	77.85
1600	16.68	79.78
1700	17.99	80.99
1800	19.31	82.07
1900	20.67	83.23
2000	22.04	84.32
2100	23.52	85.70
2200	24.95	86.77
2300	26.52	88.24
2400	27.83	88.74
2500	29.37	89.88
2600	30.85	90.80
2700	32.32	91.59
2800	33.74	92.21
2900	35.27	93.07
3000	36.69	93.59
3100	38.23	94.37
3200	39.65	94.80
3300	41.18	95.48
3400	42.60	95.87
3500	44.05	96.30
3600	45.55	96.82
3700	46.90	97.00
3800	48.40	97.45
3900	49.82	97.74
4000	51.29	98.12
4100	52.72	98.39
4200	54.08	98.53
4300	55.58	98.90
4400	56.93	99.00
4500	58.35	99.21
4600	59.86	99.57
4700	61.28	99.77
4800	62.61	99.81
4900	64.03	99.98
5000	65.34	100.00
5100	66.56	99.86
5200	67.87	99.87
5300	69.17	99.86
5400	70.28	99.59
5500	71.46	99.42
5600	72.66	99.28
5700	73.83	99.11
5800	75.11	99.09
5900	76.37	99.05
6000	77.52	98.86
6100	78.68	98.69
6200	79.87	98.57
6300	81.10	98.50
6400	82.27	98.36
6500	83.44	98.23
6600	84.63	98.11
6700	85.76	97.95
6800	86.90	97.79
6900	88.17	97.77
7000	89.37	97.69
7100	90.36	97.38
7200	91.46	97.20
7300	92.75	97.22
7400	93.75	96.94
7500	94.96	96.88
7600	96.02	96.68
7700	96.97	96.36
7800	97.98	96.12
7900	98.95	95.84
8000	100.00	95.65
8100	99.90	94.37
8200	99.61	92.95
8300	99.58	91.80
8400	99.39	90.54
8500	98.98	89.10
8600	97.59	86.83
8700	95.83	84.29
8800	94.08	81.81
8900	92.44	79.48
9000	90.73	77.13
