rpm	power	torque
1000	13.67	80.83
1200	16.98	83.66
1400	19.86	83.88
1600	23.16	85.56
1800	26.50	87.02
2000	29.68	87.74
2200	33.30	89.49
2400	36.66	90.32
2600	40.20	91.41
2800	43.89	92.66
3000	47.38	93.38
3200	51.25	94.69
3400	55.01	95.65
3600	58.77	96.51
3800	62.63	97.44
4000	66.44	98.20
4200	70.26	98.90
4400	74.01	99.45
4600	77.63	99.77
4800	81.09	99.87
5000	84.57	100.00
5200	87.94	99.98
5400	91.26	99.91
5600	94.35	99.61
5800	97.23	99.10
6000	100.00	98.53
6200	96.16	91.69
6400	91.85	84.85
6500	89.68	81.57
