rpm	power	torque
1000	14.34	71.44
1100	17.48	79.16
1200	20.65	85.75
1300	23.92	91.66
1400	27.11	96.49
1500	30.11	100.00
1600	32.08	99.89
1700	33.94	99.48
1800	35.91	99.41
1900	37.82	99.18
2000	39.79	99.12
2100	41.61	98.73
2200	43.48	98.46
2300	45.24	98.01
2400	47.09	97.76
2500	48.95	97.56
2600	50.71	97.17
2700	52.57	97.01
2800	54.41	96.82
2900	56.19	96.53
3000	57.94	96.22
3100	59.87	96.22
3200	61.66	96.01
3300	63.53	95.91
3400	65.32	95.73
3500	67.07	95.48
3600	68.79	95.20
3700	70.43	94.84
3800	72.09	94.52
3900	73.82	94.31
4000	75.47	94.00
4100	77.22	93.84
4200	78.86	93.55
4300	80.59	93.38
4400	82.34	93.24
4500	84.09	93.10
4600	85.65	92.77
4700	87.30	92.54
4800	88.94	92.32
4900	90.63	92.15
5000	92.30	91.97
5100	93.87	91.70
5200	95.40	91.41
5300	96.93	91.12
5400	98.47	90.86
5500	100.00	90.59
5600	98.69	87.81
5700	97.26	85.02
5800	95.84	82.33
5900	94.42	79.73
6000	93.00	77.22
6100	91.07	74.38
6200	89.05	71.56
6300	86.97	68.78
6400	84.95	66.13
6500	82.91	63.55
6600	80.36	60.66
6700	77.51	57.64
6800	74.89	54.87
6900	72.15	52.10
7000	69.42	49.41
