rpm	power	torque
1000	8.82	47.41
1100	9.91	48.41
1200	11.22	50.24
1300	12.35	51.05
1400	13.67	52.49
1500	14.96	53.60
1600	16.67	56.00
1700	18.30	57.86
1800	19.95	59.57
1900	21.65	61.26
2000	23.37	62.81
2100	25.50	65.26
2200	27.59	67.39
2300	29.69	69.38
2400	31.77	71.14
2500	33.85	72.77
2600	36.37	75.18
2700	39.00	77.64
2800	41.52	79.70
2900	44.07	81.68
3000	46.56	83.42
3100	49.70	86.17
3200	52.77	88.63
3300	55.94	91.12
3400	58.96	93.21
3500	61.93	95.10
3600	64.56	96.38
3700	66.97	97.28
3800	69.49	98.29
3900	72.01	99.24
4000	74.42	100.00
4100	76.07	99.72
4200	77.81	99.57
4300	79.34	99.17
4400	81.09	99.05
4500	82.58	98.63
4600	83.79	97.91
4700	85.01	97.22
4800	86.24	96.57
4900	87.41	95.88
5000	88.61	95.25
5100	89.97	94.81
5200	91.29	94.36
5300	92.52	93.82
5400	93.83	93.40
5500	95.15	92.98
5600	96.14	92.28
5700	97.02	91.49
5800	98.13	90.93
5900	99.01	90.19
6000	100.00	89.58
6100	97.66	86.05
6200	95.03	82.38
6300	92.51	78.92
6400	89.88	75.48
6500	87.14	72.05
6600	82.10	66.86
6700	76.74	61.56
6800	71.37	56.41
6900	65.90	51.34
7000	60.38	46.36
