rpm	power	torque
1000	7.15	39.45
1100	8.36	41.94
1200	9.68	44.52
1300	11.01	46.71
1400	12.33	48.58
1500	13.76	50.61
1600	15.53	53.55
1700	17.50	56.80
1800	19.28	59.09
1900	21.25	61.69
2000	23.26	64.17
2100	26.68	70.09
2200	30.09	75.46
2300	33.49	80.32
2400	36.84	84.68
2500	40.12	88.53
2600	43.07	91.38
2700	45.93	93.85
2800	48.80	96.14
2900	51.66	98.27
3000	54.38	100.00
3100	56.14	99.91
3200	57.90	99.82
3300	59.66	99.75
3400	61.36	99.56
3500	63.12	99.49
3600	64.66	99.09
3700	66.21	98.72
3800	67.70	98.29
3900	69.25	97.95
4000	70.74	97.56
4100	72.33	97.32
4200	73.76	96.89
4300	75.30	96.61
4400	76.79	96.28
4500	78.34	96.04
4600	79.71	95.60
4700	81.20	95.32
4800	82.57	94.90
4900	84.00	94.58
5000	85.48	94.31
5100	86.76	93.85
5200	87.97	93.33
5300	89.29	92.94
5400	90.50	92.46
5500	91.83	92.11
5600	92.93	91.55
5700	93.95	90.93
5800	95.02	90.38
5900	96.12	89.88
6000	97.14	89.32
6100	97.78	88.43
6200	98.35	87.51
6300	98.90	86.61
6400	99.45	85.73
6500	100.00	84.87
6600	99.47	83.14
6700	98.79	81.34
6800	98.13	79.61
6900	97.37	77.85
7000	96.70	76.21
7100	95.72	74.37
7200	94.72	72.58
7300	93.73	70.84
7400	92.74	69.14
7500	91.86	67.57
