rpm	power	torque
1000	9.06	56.59
1100	10.45	59.38
1200	11.88	61.88
1300	13.32	64.00
1400	14.75	65.82
1500	16.19	67.43
1600	18.16	70.93
1700	19.94	73.27
1800	21.91	76.04
1900	23.68	77.88
2000	25.67	80.19
2100	27.85	82.87
2200	29.85	84.79
2300	32.06	87.09
2400	34.26	89.20
2500	36.38	90.92
2600	38.45	92.40
2700	40.43	93.57
2800	42.64	95.14
2900	44.62	96.13
3000	46.60	97.06
3100	48.44	97.63
3200	50.31	98.24
3300	52.11	98.67
3400	53.88	99.01
3500	55.64	99.33
3600	57.36	99.55
3700	59.01	99.65
3800	60.71	99.83
3900	62.32	99.84
4000	64.02	100.00
4100	65.51	99.83
4200	67.05	99.75
4300	68.59	99.67
4400	70.02	99.44
4500	71.57	99.37
4600	73.06	99.24
4700	74.54	99.09
4800	75.97	98.89
4900	77.47	98.79
5000	78.88	98.57
5100	80.27	98.34
5200	81.48	97.90
5300	82.80	97.62
5400	84.12	97.34
5500	85.48	97.11
5600	86.64	96.66
5700	87.87	96.32
5800	89.08	95.96
5900	90.40	95.74
6000	91.59	95.38
6100	92.61	94.86
6200	93.71	94.44
6300	94.70	93.92
6400	95.71	93.44
6500	96.89	93.13
6600	97.47	92.28
6700	98.12	91.50
6800	98.78	90.76
6900	99.44	90.05
7000	100.00	89.26
7100	98.25	86.47
7200	96.05	83.35
7300	93.85	80.33
7400	91.64	77.38
7500	89.66	74.69
