rpm	power	torque
1000	12.90	61.53
1100	16.65	72.20
1200	20.41	81.12
1300	24.16	88.63
1400	27.91	95.09
1500	31.43	99.95
1600	33.54	99.99
1700	35.53	99.68
1800	37.74	100.00
1900	39.82	99.96
2000	41.83	99.75
2100	43.93	99.76
2200	46.09	99.92
2300	48.12	99.79
2400	50.30	99.97
2500	52.21	99.61
2600	54.39	99.77
2700	56.52	99.84
2800	58.58	99.79
2900	60.72	99.86
3000	62.77	99.80
3100	64.87	99.81
3200	66.90	99.72
3300	69.11	99.89
3400	71.10	99.74
3500	73.20	99.75
3600	75.30	99.76
3700	77.34	99.70
3800	79.49	99.78
3900	81.65	99.85
4000	83.68	99.78
4100	85.78	99.79
4200	87.83	99.74
4300	90.03	99.86
4400	92.09	99.82
4500	94.19	99.83
4600	95.26	98.77
4700	96.36	97.79
4800	97.54	96.92
4900	98.64	96.02
5000	99.78	95.18
5100	99.89	93.42
5200	99.89	91.62
5300	99.89	89.89
5400	99.89	88.23
5500	99.89	86.62
5600	99.89	85.08
5700	99.89	83.59
5800	99.89	82.14
5900	100.00	80.84
6000	99.89	79.41
6100	99.89	78.10
6200	99.89	76.84
6300	99.89	75.62
6400	99.89	74.44
6500	99.89	73.30
