rpm	power	torque
1000	6.07	41.43
1100	7.17	44.51
1200	8.03	45.66
1300	9.19	48.27
1400	10.26	50.02
1500	11.31	51.48
1600	12.77	54.47
1700	14.02	56.31
1800	15.45	58.59
1900	16.81	60.38
2000	18.06	61.64
2100	19.59	63.67
2200	20.97	65.06
2300	22.37	66.41
2400	23.90	68.00
2500	25.27	69.00
2600	27.03	70.98
2700	28.73	72.64
2800	30.34	73.98
2900	32.11	75.58
3000	33.77	76.86
3100	35.72	78.66
3200	37.80	80.63
3300	39.61	81.93
3400	41.69	83.70
3500	43.63	85.10
3600	45.82	86.89
3700	47.83	88.25
3800	50.02	89.85
3900	52.10	91.19
4000	54.12	92.37
4100	56.13	93.46
4200	58.07	94.38
4300	60.14	95.48
4400	61.95	96.13
4500	63.90	96.94
4600	65.84	97.72
4700	67.65	98.26
4800	69.49	98.83
4900	71.49	99.60
5000	73.24	100.00
5100	74.60	99.85
5200	75.86	99.59
5300	77.38	99.67
5400	78.90	99.74
5500	80.14	99.47
5600	81.42	99.26
5700	82.76	99.12
5800	84.14	99.03
5900	85.24	98.63
6000	86.62	98.56
6100	87.72	98.18
6200	88.95	97.94
6300	89.93	97.45
6400	91.31	97.40
6500	92.42	97.07
6600	93.41	96.62
6700	94.50	96.29
6800	95.45	95.82
6900	96.55	95.53
7000	97.52	95.10
7100	98.21	94.43
7200	98.62	93.51
7300	99.03	92.61
7400	99.58	91.87
7500	100.00	91.02
7600	98.33	88.33
7700	96.57	85.62
7800	94.57	82.77
7900	92.49	79.93
8000	90.55	77.27
8100	87.91	74.09
8200	85.14	70.88
8300	82.51	67.86
8400	79.74	64.80
8500	77.10	61.93
