rpm	power	torque
1000	7.81	43.24
1100	9.23	46.47
1200	10.66	49.16
1300	12.08	51.44
1400	13.50	53.39
1500	15.00	55.35
1600	17.40	60.22
1700	19.81	64.51
1800	22.21	68.32
1900	24.62	71.74
2000	27.03	74.81
2100	29.87	78.75
2200	32.50	81.77
2300	35.34	85.07
2400	38.08	87.83
2500	40.70	90.13
2600	43.22	92.02
2700	45.64	93.58
2800	48.25	95.40
2900	50.66	96.70
3000	53.06	97.92
3100	55.07	98.35
3200	57.15	98.88
3300	59.18	99.28
3400	61.14	99.56
3500	63.11	99.82
3600	64.94	99.86
3700	66.80	99.94
3800	68.55	99.87
3900	70.31	99.81
4000	72.06	99.73
4100	73.92	99.81
4200	75.77	99.87
4300	77.51	99.79
4400	79.29	99.76
4500	81.08	99.74
4600	82.90	99.77
4700	84.72	99.78
4800	86.52	99.79
4900	88.27	99.73
5000	90.32	100.00
5100	91.70	99.54
5200	93.31	99.34
5300	94.95	99.18
5400	96.49	98.92
5500	98.13	98.77
5600	98.57	97.44
5700	98.90	96.05
5800	99.23	94.71
5900	99.67	93.52
6000	100.00	92.27
6100	100.00	90.75
6200	99.94	89.24
6300	99.89	87.78
6400	99.89	86.40
6500	99.78	84.98
6600	98.87	82.93
6700	97.89	80.88
6800	96.81	78.81
6900	95.81	76.87
7000	94.83	75.00
