rpm	power	torque
1000	10.57	65.66
1100	12.12	68.40
1200	13.44	69.54
1300	14.65	70.00
1400	15.87	70.41
1500	17.20	71.21
1600	18.74	72.75
1700	20.29	74.12
1800	21.84	75.33
1900	23.38	76.42
2000	24.91	77.34
2100	26.47	78.28
2200	28.02	79.09
2300	29.52	79.70
2400	31.06	80.37
2500	32.52	80.77
2600	34.06	81.35
2700	35.52	81.71
2800	37.07	82.21
2900	38.61	82.69
3000	40.08	82.97
3100	42.15	84.43
3200	44.24	85.86
3300	46.30	87.13
3400	48.28	88.19
3500	50.20	89.07
3600	52.19	90.02
3700	54.06	90.74
3800	56.00	91.52
3900	57.87	92.15
4000	59.75	92.76
4100	61.56	93.25
4200	63.50	93.89
4300	65.32	94.33
4400	67.13	94.75
4500	69.01	95.23
4600	71.27	96.22
4700	73.70	97.38
4800	75.91	98.21
4900	78.33	99.28
5000	80.51	100.00
5100	81.95	99.78
5200	83.27	99.44
5300	84.73	99.29
5400	86.06	98.97
5500	87.34	98.62
5600	88.52	98.17
5700	89.43	97.44
5800	90.48	96.88
5900	91.58	96.40
6000	92.60	95.85
6100	93.40	95.09
6200	94.28	94.44
6300	95.25	93.89
6400	96.23	93.37
6500	97.02	92.69
6600	97.59	91.82
6700	98.25	91.06
6800	98.88	90.31
6900	99.35	89.41
7000	100.00	88.72
7100	98.70	86.33
7200	97.15	83.80
7300	95.82	81.52
7400	94.28	79.12
7500	92.96	76.97
