rpm	power	torque
500	3.08	34.74
600	4.41	41.39
700	5.95	47.91
800	7.50	52.80
900	9.03	56.52
1000	10.60	59.70
1100	13.02	66.65
1200	15.33	71.97
1300	17.65	76.47
1400	20.07	80.77
1500	22.39	84.08
1600	24.82	87.37
1700	27.24	90.27
1800	29.67	92.84
1900	32.10	95.15
2000	34.52	97.23
2100	36.40	97.63
2200	38.38	98.27
2300	40.45	99.06
2400	42.36	99.41
2500	44.26	99.73
2600	46.11	99.89
2700	47.87	99.87
2800	49.64	99.85
2900	51.40	99.84
3000	53.24	99.95
3100	54.93	99.81
3200	56.70	99.80
3300	58.53	99.90
3400	60.29	99.88
3500	62.06	99.87
3600	63.88	99.94
3700	65.64	99.92
3800	67.35	99.83
3900	69.16	99.89
4000	70.98	99.96
4100	72.75	99.94
4200	74.51	99.93
4300	76.34	100.00
4400	78.04	99.90
4500	79.85	99.94
4600	81.64	99.96
4700	83.40	99.95
4800	85.17	99.94
4900	86.97	99.97
5000	88.55	99.75
5100	90.24	99.67
5200	91.63	99.25
5300	93.03	98.87
5400	94.47	98.54
5500	95.90	98.21
5600	96.70	97.26
5700	97.58	96.42
5800	98.24	95.40
5900	99.12	94.63
6000	100.00	93.88
6100	98.27	90.74
6200	96.39	87.57
6300	94.62	84.59
6400	92.75	81.63
6500	90.88	78.75
6600	87.47	74.65
6700	83.61	70.29
6800	79.86	66.15
6900	76.11	62.13
7000	72.36	58.22
