rpm	power	torque
1000	5.83	41.43
1100	6.66	43.03
1200	7.48	44.36
1300	8.31	45.48
1400	9.14	46.45
1500	9.97	47.28
1600	10.99	48.86
1700	11.96	50.04
1800	13.01	51.41
1900	14.06	52.63
2000	15.11	53.73
2100	16.27	55.10
2200	17.43	56.34
2300	18.59	57.47
2400	19.75	58.51
2500	21.02	59.78
2600	22.48	61.48
2700	23.92	62.99
2800	25.37	64.45
2900	26.86	65.87
3000	28.24	66.95
3100	29.95	68.71
3200	31.55	70.12
3300	33.21	71.57
3400	34.87	72.94
3500	36.53	74.22
3600	38.41	75.87
3700	40.29	77.43
3800	42.17	78.91
3900	44.05	80.32
4000	45.82	81.45
4100	48.35	83.87
4200	50.78	85.98
4300	53.32	88.18
4400	55.75	90.10
4500	58.18	91.94
4600	60.39	93.35
4700	62.60	94.71
4800	64.69	95.85
4900	66.79	96.94
5000	68.91	98.00
5100	70.62	98.46
5200	72.32	98.91
5300	74.03	99.34
5400	75.74	99.75
5500	77.34	100.00
5600	78.63	99.85
5700	79.99	99.80
5800	81.26	99.63
5900	82.53	99.47
6000	83.87	99.41
6100	85.07	99.17
6200	86.34	99.03
6300	87.60	98.88
6400	88.93	98.81
6500	90.03	98.49
6600	91.08	98.14
6700	92.13	97.79
6800	93.18	97.45
6900	94.23	97.12
7000	95.30	96.82
7100	96.11	96.26
7200	96.94	95.75
7300	97.77	95.24
7400	98.49	94.65
7500	99.38	94.23
7600	99.59	93.19
7700	99.59	91.98
7800	99.81	91.00
7900	99.89	89.92
8000	100.00	88.89
8100	97.03	85.19
8200	93.54	81.12
8300	90.17	77.25
8400	86.64	73.35
8500	83.32	69.71
