rpm	power	torque
1000	6.83	47.58
1100	7.55	47.82
1200	8.37	48.60
1300	9.17	49.16
1400	9.93	49.44
1500	10.79	50.14
1600	11.74	51.11
1700	12.74	52.21
1800	13.66	52.87
1900	14.54	53.32
2000	15.52	54.08
2100	16.52	54.82
2200	17.57	55.66
2300	18.53	56.13
2400	19.60	56.92
2500	20.62	57.46
2600	21.97	58.88
2700	23.19	59.85
2800	24.45	60.84
2900	25.77	61.92
3000	27.09	62.91
3100	28.52	64.11
3200	30.07	65.48
3300	31.56	66.64
3400	33.07	67.77
3500	34.51	68.70
3600	36.39	70.44
3700	38.08	71.71
3800	39.94	73.23
3900	41.61	74.35
4000	43.37	75.55
4100	45.36	77.10
4200	47.25	78.38
4300	49.12	79.60
4400	50.84	80.51
4500	52.66	81.54
4600	54.67	82.81
4700	56.52	83.80
4800	58.46	84.86
4900	60.42	85.93
5000	62.31	86.83
5100	64.63	88.30
5200	66.95	89.72
5300	69.38	91.22
5400	71.71	92.53
5500	73.96	93.71
5600	76.13	94.73
5700	78.46	95.91
5800	80.59	96.82
5900	82.77	97.76
6000	84.99	98.70
6100	86.55	98.87
6200	88.08	98.99
6300	89.99	99.54
6400	91.58	99.71
6500	93.28	100.00
6600	94.05	99.30
6700	94.93	98.73
6800	95.59	97.96
6900	96.48	97.43
7000	97.22	96.78
7100	97.80	95.98
7200	98.24	95.07
7300	98.78	94.28
7400	99.23	93.44
7500	99.78	92.70
7600	99.89	91.58
7700	99.89	90.40
7800	99.89	89.24
7900	99.89	88.11
8000	100.00	87.10
8100	98.50	84.74
8200	96.99	82.42
8300	95.40	80.09
8400	93.84	77.85
8500	92.36	75.72
