rpm	power	torque
1000	8.07	49.09
1100	9.68	53.56
1200	11.22	56.91
1300	12.77	59.77
1400	14.42	62.66
1500	15.97	64.77
1600	18.16	69.06
1700	20.16	72.14
1800	22.14	74.83
1900	24.34	77.95
2000	26.33	80.09
2100	28.31	82.02
2200	30.27	83.72
2300	32.15	85.04
2400	34.04	86.30
2500	36.00	87.61
2600	37.65	88.11
2700	39.30	88.57
2800	40.88	88.82
2900	42.50	89.16
3000	44.15	89.54
3100	45.58	89.46
3200	46.90	89.18
3300	48.33	89.11
3400	49.70	88.93
3500	51.09	88.81
3600	53.00	89.58
3700	54.90	90.27
3800	56.75	90.87
3900	58.64	91.48
4000	60.50	92.02
4100	62.70	93.05
4200	65.12	94.34
4300	67.33	95.27
4400	69.53	96.15
4500	71.79	97.06
4600	73.94	97.80
4700	75.92	98.29
4800	78.13	99.03
4900	80.11	99.47
5000	82.18	100.00
5100	83.46	99.57
5200	84.78	99.20
5300	85.99	98.72
5400	87.20	98.25
5500	88.56	97.97
5600	90.07	97.86
5700	91.72	97.90
5800	93.34	97.92
5900	94.91	97.88
6000	96.56	97.92
6100	97.25	97.00
6200	97.91	96.08
6300	98.57	95.20
6400	99.32	94.42
6500	100.00	93.61
6600	100.00	92.19
6700	100.00	90.81
6800	99.89	89.38
6900	99.89	88.08
7000	99.89	86.82
7100	98.36	84.29
7200	96.71	81.72
7300	95.05	79.22
7400	93.40	76.80
7500	91.86	74.52
