rpm	power	torque
1000	7.93	45.61
1100	9.47	49.49
1200	10.78	51.67
1300	12.10	53.51
1400	13.41	55.08
1500	14.69	56.31
1600	16.22	58.28
1700	17.63	59.62
1800	18.95	60.53
1900	20.36	61.62
2000	21.89	62.93
2100	23.58	64.56
2200	25.16	65.77
2300	26.88	67.21
2400	28.54	68.38
2500	30.30	69.69
2600	32.38	71.60
2700	34.36	73.17
2800	36.53	75.03
2900	38.50	76.34
3000	40.62	77.85
3100	43.10	79.94
3200	45.51	81.77
3300	48.03	83.69
3400	50.33	85.11
3500	52.85	86.82
3600	55.48	88.61
3700	58.13	90.33
3800	60.84	92.07
3900	63.47	93.59
4000	66.10	95.03
4100	68.51	96.09
4200	71.03	97.25
4300	73.33	98.06
4400	75.85	99.12
4500	78.26	100.00
4600	79.76	99.71
4700	81.20	99.35
4800	82.68	99.05
4900	84.26	98.88
5000	85.68	98.53
5100	87.04	98.13
5200	88.36	97.71
5300	89.68	97.30
5400	91.00	96.90
5500	92.32	96.52
5600	93.43	95.93
5700	94.53	95.36
5800	95.63	94.81
5900	96.92	94.46
6000	98.13	94.04
6100	98.49	92.84
6200	98.93	91.76
6300	99.27	90.60
6400	99.60	89.48
6500	100.00	88.46
6600	96.56	84.13
6700	92.79	79.63
6800	88.88	75.16
6900	85.14	70.95
7000	81.31	66.79
