rpm	power	torque
2500	18.50	63.77
2600	19.50	64.64
2700	20.73	66.14
2800	21.95	67.54
2900	23.17	68.84
3000	24.31	69.82
3100	25.55	71.02
3200	26.61	71.66
3300	27.62	72.11
3400	28.84	73.08
3500	29.84	73.46
3600	30.84	73.81
3700	31.78	74.01
3800	32.82	74.42
3900	33.70	74.46
4000	34.71	74.78
4100	36.07	75.80
4200	37.26	76.44
4300	38.33	76.80
4400	39.65	77.64
4500	40.84	78.21
4600	42.07	78.81
4700	43.18	79.16
4800	44.40	79.70
4900	45.59	80.18
5000	46.73	80.54
5100	48.51	81.95
5200	50.28	83.31
5300	51.91	84.39
5400	53.60	85.53
5500	55.26	86.58
5600	56.82	87.43
5700	58.48	88.40
5800	60.03	89.18
5900	61.63	90.00
6000	63.14	90.67
6100	64.54	91.16
6200	65.91	91.60
6300	67.27	92.00
6400	68.57	92.32
6500	69.93	92.71
6600	71.57	93.43
6700	73.23	94.18
6800	74.78	94.76
6900	76.44	95.45
7000	77.93	95.93
7100	79.77	96.81
7200	81.54	97.58
7300	83.42	98.47
7400	85.22	99.23
7500	87.04	100.00
7600	88.11	99.89
7700	89.24	99.87
7800	90.31	99.76
7900	91.52	99.83
8000	92.62	99.76
8100	93.35	99.30
8200	94.27	99.06
8300	94.93	98.56
8400	95.65	98.12
8500	96.56	97.89
8600	96.92	97.10
8700	97.25	96.31
8800	97.58	95.54
8900	98.02	94.90
9000	98.35	94.16
9100	98.68	93.44
9200	98.97	92.69
9300	99.34	92.04
9400	99.56	91.26
9500	100.00	90.70
9600	99.03	88.89
9700	98.02	87.07
9800	96.94	85.23
9900	95.94	83.50
10000	95.08	81.93
