rpm	power	torque
1000	12.47	67.56
1100	14.18	69.87
1200	15.83	71.47
1300	17.58	73.28
1400	19.22	74.40
1500	20.94	75.64
1600	22.90	77.57
1700	24.87	79.27
1800	26.78	80.63
1900	28.65	81.70
2000	30.55	82.76
2100	32.59	84.10
2200	34.68	85.41
2300	36.66	86.38
2400	38.63	87.22
2500	40.59	87.99
2600	42.79	89.19
2700	45.09	90.49
2800	47.37	91.68
2900	49.56	92.60
3000	51.74	93.46
3100	53.93	94.26
3200	56.27	95.29
3300	58.52	96.09
3400	60.70	96.75
3500	62.96	97.48
3600	65.08	97.95
3700	67.26	98.51
3800	69.45	99.03
3900	71.63	99.53
4000	73.82	100.00
4100	75.46	99.73
4200	77.10	99.48
4300	78.75	99.23
4400	80.36	98.97
4500	81.96	98.69
4600	83.45	98.31
4700	84.99	97.98
4800	86.52	97.67
4900	88.05	97.38
5000	89.51	97.01
5100	90.79	96.46
5200	91.99	95.86
5300	93.30	95.40
5400	94.51	94.84
5500	95.82	94.40
5600	96.59	93.46
5700	97.47	92.66
5800	98.35	91.89
5900	99.20	91.11
6000	100.00	90.31
6100	99.89	88.73
6200	99.67	87.11
6300	99.56	85.63
6400	99.30	84.07
6500	99.12	82.63
6600	98.43	80.81
6700	97.69	79.01
6800	97.02	77.31
6900	96.25	75.59
7000	95.49	73.92
