rpm	power	torque
1000	13.22	64.78
1100	14.98	66.74
1200	16.71	68.26
1300	18.37	69.26
1400	20.12	70.46
1500	21.84	71.38
1600	23.81	72.94
1700	25.72	74.16
1800	27.64	75.25
1900	29.60	76.37
2000	31.68	77.64
2100	33.98	79.31
2200	36.28	80.82
2300	38.58	82.21
2400	40.88	83.49
2500	43.17	84.64
2600	45.80	86.34
2700	48.43	87.92
2800	51.04	89.34
2900	53.58	90.55
3000	56.13	91.71
3100	58.77	92.92
3200	61.35	93.97
3300	63.98	95.03
3400	66.61	96.02
3500	69.20	96.91
3600	71.75	97.70
3700	74.16	98.25
3800	76.68	98.91
3900	79.09	99.40
4000	81.61	100.00
4100	83.25	99.52
4200	84.80	98.97
4300	86.34	98.42
4400	88.06	98.10
4500	89.61	97.61
4600	90.75	96.70
4700	91.85	95.79
4800	92.95	94.92
4900	94.14	94.17
5000	95.30	93.42
5100	95.93	92.19
5200	96.50	90.96
5300	97.14	89.83
5400	97.80	88.77
5500	98.35	87.65
5600	98.68	86.37
5700	98.90	85.04
5800	99.34	83.95
5900	99.56	82.71
6000	100.00	81.69
6100	98.17	78.88
6200	95.98	75.88
6300	93.89	73.05
6400	91.76	70.28
6500	89.57	67.55
6600	85.26	63.32
6700	80.53	58.91
6800	75.71	54.57
6900	71.01	50.44
7000	66.08	46.27
